"timeElapsed","x","y","z","label"
0,0.50471083819913,-0.174833329770394,0.308450779562394,"standToSit2"
0.0999999999999091,0.467268124853161,-0.578952046223378,0.425013345733528,"standToSit2"
0.200000000000045,0.670675042591233,-0.248568270871418,0.0835974255659143,"standToSit2"
0.300999999999931,0.416794830609543,-0.0119384185346072,-0.315711355642277,"standToSit2"
0.401000000000067,0.492980678861767,-0.274235284825383,-0.432907754152849,"standToSit2"
0.500999999999976,0.636463542595857,-0.089669699167404,-0.559488599712643,"standToSit2"
0.601000000000113,0.554323398778434,0.442203517937771,-1.13802732333484,"standToSit2"
0.701000000000022,0.509308519505043,0.105223092565685,-0.71075987805467,"standToSit2"
0.800999999999931,1.16051212610227,1.42053332124157,-0.54800531540833,"standToSit2"
0.901000000000067,1.55187909462374,1.1140934946183,-0.667087231970678,"standToSit2"
1.00099999999998,0.564030354635664,0.503504159909215,-0.10703910211301,"standToSit2"
1.10100000000011,-0.0436777060900626,0.0540472564265041,0.0691753429986992,"standToSit2"
1.20100000000002,-0.14352574062764,-0.022990004426218,0.0849151576732855,"standToSit2"
1.30099999999993,0.00746830264490921,0.0160071960480303,0.0353092549967066,"sit2"
1.40200000000004,0.00553617927405672,0.0202192516280996,-0.0137256659421594,"sit2"
1.50199999999995,0.0362136645028975,0.0171619426966886,-0.047053529087847,"sit2"
1.60200000000009,0.0216749354799369,0.0362402961137983,-0.0250603458576456,"sit2"
1.702,-0.041138381990672,0.00300084991630129,0.026684341490376,"sit2"
1.80199999999991,-0.0424734246451287,-0.0299520401479032,0.0458471171140411,"sit2"
1.90200000000004,0.00279525388014717,0.00427543881401321,0.0139078261607208,"sit2"
2.00199999999995,-0.0474727106434255,-0.0151027865418394,0.0297400525251329,"sit2"
2.10200000000009,-0.0506985976718385,-0.00980309597258168,0.0296572282152314,"sit2"
2.202,-0.026987409222427,-0.00862917456407475,0.0174540914682703,"sit2"
2.30199999999991,-0.0121836956710035,0.0063287360144643,0.016736635870603,"sit2"
2.40300000000002,-0.00769174186036686,0.0159123875132234,0.00512418825342146,"sit2"
2.50299999999993,-0.00374600238930546,0.0276324268384442,0.0137293943676855,"sit2"
2.60300000000007,-0.00477904257614719,0.0233745648876255,0.0137078227628559,"sit2"
2.70299999999997,-0.0111637049735032,0.00846086278318174,0.0178245371759003,"sit2"
2.80300000000011,-0.0125155255428274,0.0297208777652843,0.0230983950825843,"sit2"
2.90300000000002,-0.0154412743163884,0.020132965208781,0.0155810902736176,"sit2"
3.00299999999993,-0.0151374076360104,-0.00325864390982096,0.010283530233232,"sit2"
3.10300000000007,-0.00988272448917504,0.00527305895835689,0.0104041714306126,"sit2"
3.20299999999997,-0.00573005740141449,0.0233671080365733,0.00942519341389943,"sit2"
3.30300000000011,-0.0185310738130984,0.00204424245274482,0.0165859009529045,"sit2"
3.40300000000002,-0.00672208490746901,0.00528957055711538,0.0115458685899295,"sit2"
3.50399999999991,-0.0206046110378341,-0.00540834754173292,0.0165416924788092,"sit2"
3.60400000000004,-0.0130228577304875,0.00631914863454002,0.00819720983526389,"sit2"
3.70399999999995,-0.0155419418055934,0.0105679558376524,0.0219758726831159,"sit2"
3.80400000000009,-0.0366277860524048,-0.0139906504706223,0.0214837205136692,"sit2"
3.904,-0.0192133756843767,0.0116241655259779,0.0399886953480848,"sit2"
4.00399999999991,-0.00682834503496317,0.0244254482537707,0.0104624946584853,"sit2"
4.10400000000004,-0.00990882346785782,0.0169664666726768,0.00826405517862488,"sit2"
4.20399999999995,0.000859668399877578,0.0170170667333883,0.00320138594638425,"sit2"
4.30400000000009,0.00923397844763174,0.0234400786504414,0.0065942531751452,"sit2"
4.404,-0.0110108395269326,0.0105839348041929,0.0114372116174543,"sit2"
4.50399999999991,0.00493217433882675,0.0266087077154177,0.0075519259031377,"sit2"
4.60500000000002,-0.00783901466864824,0.0169781845814732,0.0104441188469637,"sit2"
4.70499999999993,-0.00672022069470595,0.0169824456392173,0.00834155316634619,"sit2"
4.80500000000006,-0.0110108395269326,0.0105839348041929,0.0114372116174543,"sit2"
4.90499999999997,-0.0131589452621905,0.0137626838813115,0.0113823504989987,"sit2"
5.00500000000011,-0.00909762459981969,0.0169765866848191,0.0178676803855596,"sit2"
5.10500000000002,0.00594657239803793,0.0255519653948743,0.00970722217333882,"sit2"
5.20499999999993,-0.00574683531628199,0.0138005007687906,0.0126273783086107,"sit2"
5.30500000000006,0.00610875890842376,0.0223599005123053,0.0043894221086686,"sit2"
5.40499999999997,-0.00143384593089866,0.0170096098823361,0.0095349156508107,"sit2"
5.50500000000011,0.00289219294382605,0.0223444541779828,0.00537612329254296,"sit2"
5.60599999999999,0.000835433633957857,0.00851359337276531,0.0064025055766595,"sit2"
5.70600000000013,-0.00672394912023206,0.0095415735535359,0.0104774083605897,"sit2"
5.80600000000004,-0.0121594609050838,0.0148322093750873,0.0135355162403277,"sit2"
5.90599999999995,-0.0056498962526031,0.0159246380542378,0.00836845109335599,"sit2"
