"timeElapsed","x","y","z","label"
0,-0.653762817382812,0.720733642578125,-0.22015380859375,"standToSit2"
0.0999999999999091,-0.551437377929688,0.660552978515625,-0.284637451171875,"standToSit2"
0.200000000000045,-0.554489135742188,0.63934326171875,-0.27093505859375,"standToSit2"
0.299999999999955,-0.5416259765625,0.605712890625,-0.317642211914062,"standToSit2"
0.400000000000091,-0.588134765625,0.715072631835938,-0.37530517578125,"standToSit2"
0.500999999999976,-0.602630615234375,0.60076904296875,-0.426132202148438,"standToSit2"
0.600999999999885,-0.714309692382812,0.619583129882812,-0.449676513671875,"standToSit2"
0.701000000000022,-0.717620849609375,0.51373291015625,-0.489028930664062,"standToSit2"
0.800999999999931,-0.794937133789062,0.440109252929688,-0.52728271484375,"standToSit2"
0.901000000000067,-0.83135986328125,0.319183349609375,-0.557144165039062,"standToSit2"
1.00099999999998,-0.909942626953125,0.302459716796875,-0.586013793945312,"standToSit2"
1.10099999999989,-0.795944213867188,0.180511474609375,-0.615402221679688,"standToSit2"
1.20100000000002,-0.77337646484375,0.099884033203125,-0.7237548828125,"standToSit2"
1.30099999999993,-0.7215576171875,0.0885772705078125,-0.639572143554688,"standToSit2"
1.40100000000007,-0.711868286132812,0.0257110595703125,-0.72076416015625,"sit2"
1.50099999999998,-0.670822143554688,0.00885009765625,-0.747604370117188,"sit2"
1.60200000000009,-0.6380615234375,-0.006011962890625,-0.76763916015625,"sit2"
1.702,-0.589859008789062,-0.004150390625,-0.791748046875,"sit2"
1.80199999999991,-0.5338134765625,-0.0055999755859375,-0.84442138671875,"sit2"
1.90200000000004,-0.486663818359375,-0.011749267578125,-0.884597778320312,"sit2"
2.00199999999995,-0.457015991210938,-0.0104827880859375,-0.88525390625,"sit2"
2.10200000000009,-0.432281494140625,-0.0097198486328125,-0.89508056640625,"sit2"
2.202,-0.41290283203125,-0.010711669921875,-0.910064697265625,"sit2"
2.30199999999991,-0.4017333984375,-0.01092529296875,-0.91326904296875,"sit2"
2.40200000000004,-0.39837646484375,-0.0093231201171875,-0.909225463867188,"sit2"
2.50199999999995,-0.397247314453125,-0.0098419189453125,-0.9105224609375,"sit2"
2.60300000000007,-0.396896362304688,-0.0097198486328125,-0.910186767578125,"sit2"
