,X,Y,Z,Activity
2342,-3.71,4.54,12.01,Upstairs
2343,-4.11,4.81,11.41,Upstairs
2344,-3.89,4.75,10.93,Upstairs
2345,-2.48,4.26,9.79,Upstairs
2346,-2.04,3.93,8.55,Upstairs
2347,-1.84,3.95,8.07,Upstairs
2348,-1.53,4.08,8.09,Upstairs
2349,-1.19,3.61,7.37,Upstairs
2350,-0.66,3.12,6.72,Upstairs
2351,-0.01,2.8,6.13,Upstairs
2352,0.5,2.79,6.24,Upstairs
2353,1.11,2.76,6.71,Upstairs
2354,0.91,2.65,6.62,Upstairs
2355,0.1,2.18,6.83,Upstairs
2356,-0.05,2.56,7.12,Upstairs
2357,-0.51,3.39,7.59,Upstairs
2358,-1.09,2.46,7.23,Upstairs
2359,0.01,2.51,7.44,Upstairs
2360,0.3,3.12,8.79,Upstairs
2361,-1.84,3.74,10.16,Upstairs
2362,-3.26,3.38,12.27,Upstairs
2363,-3.2,3.1,14.09,Upstairs
2364,-2.6,2.75,14.13,Upstairs
2365,-1.7,2.48,13.94,Upstairs
2366,-2.06,2.01,14.69,Upstairs
2367,-3.31,2.28,14.99,Upstairs
2368,-2.91,2.31,14.64,Upstairs
2369,-1.77,2.2,13.22,Upstairs
2370,-0.95,2.35,11.35,Upstairs
2371,-0.39,2.42,9.29,Upstairs
2372,-0.25,2.45,7.76,Upstairs
2373,-0.35,2.83,7.2,Upstairs
2374,-0.25,3.02,7.33,Upstairs
2375,-0.39,2.67,7.23,Upstairs
2376,-0.57,2.18,7.03,Upstairs
2377,0.92,2.51,7.02,Upstairs
2378,-2.54,1.55,4.6,Upstairs
2379,-0.9,2.32,4.38,Upstairs
2380,-0.71,2.36,4.41,Upstairs
2381,0.01,2.09,5.1,Upstairs
2382,1.26,1.92,6.04,Upstairs
2383,2.23,3.63,5.78,Upstairs
2384,0.81,3.4,7.22,Upstairs
2385,-0.2,3.32,9.64,Upstairs
2386,0.41,3.33,12.36,Upstairs
2387,1.87,2.97,13.95,Upstairs
2388,1.84,2.9,13.98,Upstairs
2389,0.61,3.11,12.68,Upstairs
2390,-1.67,3.16,10.72,Upstairs
2391,-2.29,3.69,12.15,Upstairs
2392,-1.83,2.94,11.24,Upstairs
2393,-0.62,2.45,11.03,Upstairs
2394,-0.59,3.01,10.07,Upstairs
2395,-0.82,3.68,9.39,Upstairs
2396,-0.07,4.37,9.53,Upstairs
2397,0.87,4.69,9.33,Upstairs
2398,1.12,4.53,9.16,Upstairs
2399,0.47,4.52,8.86,Upstairs
2400,0.23,3.9,8.73,Upstairs
2401,-0.65,4.07,8.6,Upstairs
2402,-2.56,4.7,8.12,Upstairs
2403,-2.42,4.69,7.16,Upstairs
2404,-1.33,4.76,7.12,Upstairs
2405,-1.25,4.51,8.12,Upstairs
2406,-1.38,4.73,10.15,Upstairs
2407,-1.23,4.6,10.4,Upstairs
2408,-1.17,4.25,10.78,Upstairs
2409,-1.76,3.79,13.04,Upstairs
2410,-2.45,3.12,14.87,Upstairs
2411,-1.85,1.86,15.97,Upstairs
2412,-0.61,1.05,14.7,Upstairs
2413,-0.47,1.09,12.81,Upstairs
2414,-1.66,1.65,12.22,Upstairs
2415,-1.45,2.45,12.41,Upstairs
2416,0.1,2.75,11.66,Upstairs
2417,1.33,2.65,9.48,Upstairs
2418,1.61,3.06,7.64,Upstairs
2419,0.73,3.76,5.99,Upstairs
2420,0.11,4.66,6.05,Upstairs
2421,-0.22,4.96,6.21,Upstairs
2422,0.13,4.87,6.33,Upstairs
2423,0.48,4.45,6.31,Upstairs
2424,0.4,4.17,6.5,Upstairs
2425,0.07,4.07,6.74,Upstairs
2426,0.05,4.17,7.14,Upstairs
2427,0.05,4.29,7.89,Upstairs
2428,-0.01,4.33,8.64,Upstairs
2429,-0.39,4.27,9.07,Upstairs
2430,-0.85,4.15,9.56,Upstairs
2431,-1.3,3.73,10.25,Upstairs
2432,-0.86,3.65,11.17,Upstairs
2433,0.54,4.23,11.08,Upstairs
2434,1.14,4.07,11.18,Upstairs
2435,0.52,3.1,12.85,Upstairs
2436,0.17,2.18,14.48,Upstairs
2437,1.38,1.99,13.68,Upstairs
2438,2.24,2.04,11.9,Upstairs
2439,1.81,2.05,12.21,Upstairs
2440,0.82,1.94,13.8,Upstairs
2441,-0.01,1.57,13.71,Upstairs
2442,-0.15,1.27,12.27,Upstairs
2443,-0.41,1.02,11.15,Upstairs
2444,-0.87,1.02,10.63,Upstairs
2445,-1.04,1.11,9.78,Upstairs
2446,-0.92,1.28,8.46,Upstairs
2447,-0.68,1.56,6.98,Upstairs
2448,-0.5,1.83,5.46,Upstairs
2449,-0.44,2.2,4.25,Upstairs
2450,-0.59,2.54,3.93,Upstairs
2451,-0.95,2.89,4.43,Upstairs
2452,-1.52,2.97,5.38,Upstairs
2453,-1.94,3.05,6.04,Upstairs
2454,-2.42,3.19,6.73,Upstairs
2455,-2.88,3.23,7.69,Upstairs
2456,-3.03,3.26,8.71,Upstairs
2457,-2.85,3.19,9.55,Upstairs
2458,-2.3,2.91,10.09,Upstairs
2459,-1.95,3.25,10.33,Upstairs
2460,-2.33,4.0,10.05,Upstairs
2461,-2.77,4.06,9.77,Upstairs
2462,-3.12,3.53,10.3,Upstairs
2463,-3.3,2.45,11.67,Upstairs
2464,-2.44,2.18,13.05,Upstairs
2465,-1.18,2.56,12.38,Upstairs
2466,-0.54,2.78,10.75,Upstairs
2467,-0.61,2.44,10.15,Upstairs
2468,-1.26,1.99,10.56,Upstairs
2469,-1.35,1.96,10.78,Upstairs
2470,-0.97,2.15,10.39,Upstairs
2471,-1.04,2.62,9.28,Upstairs
2472,-1.28,3.27,7.79,Upstairs
2473,0.43,3.16,6.47,Upstairs
2474,0.66,1.78,5.92,Upstairs
2475,0.17,3.73,8.77,Upstairs
2476,-0.71,3.11,9.34,Upstairs
2477,-1.11,2.05,9.07,Upstairs
2478,-0.41,2.2,10.37,Upstairs
2479,0.53,1.88,11.26,Upstairs
2480,0.64,1.28,10.97,Upstairs
2481,-0.55,0.94,11.12,Upstairs
2482,-1.4,0.51,11.77,Upstairs
2483,-1.77,0.14,11.68,Upstairs
2484,-1.97,-0.22,11.45,Upstairs
2485,-2.16,-0.64,11.3,Upstairs
2486,-2.66,-1.0,11.39,Upstairs
2487,-3.56,-1.48,10.62,Upstairs
2488,-3.76,-1.67,9.2,Upstairs
2489,-3.18,-1.54,8.06,Upstairs
2490,-2.46,-1.42,7.77,Upstairs
2491,-2.7,-1.42,7.86,Upstairs
2492,-2.77,-1.26,8.22,Upstairs
2493,-3.67,-1.22,8.38,Upstairs
2494,-5.81,-1.31,9.37,Upstairs
2495,-6.3,-1.48,10.57,Upstairs
2496,-4.65,-1.41,11.62,Upstairs
2497,-2.92,-1.55,11.2,Upstairs
2498,-1.9,-1.14,10.47,Upstairs
2499,-1.65,-0.44,9.34,Upstairs
2500,-2.08,-0.07,7.45,Upstairs
2501,-2.86,0.45,6.49,Upstairs
2502,-2.83,0.85,6.14,Upstairs
2503,-3.04,1.06,6.02,Upstairs
2504,-3.08,1.07,6.12,Upstairs
2505,-3.4,0.89,6.66,Upstairs
2506,-3.66,1.05,7.15,Upstairs
2507,-3.88,0.96,7.12,Upstairs
2508,-3.49,1.08,6.79,Upstairs
2509,-2.93,1.3,6.45,Upstairs
2510,-2.76,1.62,6.32,Upstairs
2511,-2.75,1.91,6.54,Upstairs
2512,-2.77,2.03,7.2,Upstairs
2513,-2.05,2.03,7.68,Upstairs
2514,-1.14,1.75,8.28,Upstairs
2515,-0.89,1.85,9.35,Upstairs
2516,-1.68,2.37,10.82,Upstairs
2517,-2.7,2.84,13.15,Upstairs
2518,-2.74,2.2,15.22,Upstairs
2519,-1.26,1.4,15.96,Upstairs
2520,-0.2,0.88,15.84,Upstairs
2521,-0.18,1.11,15.96,Upstairs
2522,-0.23,1.78,15.72,Upstairs
2523,-0.16,2.02,13.62,Upstairs
2524,-0.03,2.14,10.17,Upstairs
2525,-0.23,2.14,7.23,Upstairs
2526,-0.63,2.09,6.32,Upstairs
2527,-1.1,2.0,7.06,Upstairs
2528,-1.31,1.63,7.89,Upstairs
2529,-1.06,1.28,8.21,Upstairs
2530,-0.59,0.9,7.88,Upstairs
2531,-0.36,0.73,7.2,Upstairs
2532,-0.89,0.58,6.56,Upstairs
2533,-1.53,0.43,6.58,Upstairs
2534,-1.91,0.2,6.47,Upstairs
2535,-1.85,0.05,5.6,Upstairs
2536,-1.74,0.19,4.69,Upstairs
2537,-1.62,0.83,5.01,Upstairs
2538,-2.15,1.25,5.79,Upstairs
2539,-3.94,1.48,6.12,Upstairs
2540,-6.52,1.75,7.59,Upstairs
2541,-7.53,1.76,11.79,Upstairs
2542,-5.53,0.73,17.3,Upstairs
2543,-2.63,-0.48,18.5,Upstairs
2544,-1.05,0.33,16.3,Upstairs
2545,-1.03,1.49,13.14,Upstairs
2546,-0.66,2.16,10.13,Upstairs
2547,-0.14,2.42,7.05,Upstairs
2548,-0.18,2.93,4.93,Upstairs
2549,-0.67,3.37,4.65,Upstairs
2550,-1.5,3.53,6.29,Upstairs
2551,-1.98,3.7,8.25,Upstairs
2552,-1.3,3.58,9.41,Upstairs
2553,-0.21,3.24,9.82,Upstairs
2554,1.07,3.0,9.73,Upstairs
2555,1.46,2.49,10.25,Upstairs
2556,0.72,2.43,14.42,Upstairs
2557,-0.49,1.63,19.92,Upstairs
2558,-0.24,0.86,20.87,Upstairs
2559,0.69,1.16,17.45,Upstairs
2560,-0.42,0.66,13.47,Upstairs
2561,-0.2,1.77,11.66,Upstairs
2562,-0.62,1.78,8.2,Upstairs
2563,-1.77,1.89,5.36,Upstairs
2564,-2.1,2.76,3.91,Upstairs
2565,-1.89,3.28,3.39,Upstairs
2566,-1.75,3.47,3.32,Upstairs
2567,-1.6,2.85,4.23,Upstairs
2568,-0.39,2.18,5.69,Upstairs
2569,0.2,2.27,6.51,Upstairs
2570,0.02,2.12,8.01,Upstairs
2571,-0.27,1.78,9.05,Upstairs
2572,-1.68,1.47,9.73,Upstairs
2573,-2.72,1.35,11.44,Upstairs
2574,-2.53,1.95,12.82,Upstairs
2575,-2.4,2.63,12.85,Upstairs
2576,-2.74,2.74,13.07,Upstairs
2577,-2.65,1.87,13.98,Upstairs
2578,-2.5,0.62,15.11,Upstairs
2579,-2.17,0.42,15.88,Upstairs
2580,-1.93,0.7,14.31,Upstairs
2581,-1.12,1.49,10.95,Upstairs
2582,-0.98,2.08,8.18,Upstairs
2583,-1.12,2.16,6.93,Upstairs
2584,-1.18,2.16,5.99,Upstairs
2585,-0.51,2.85,5.28,Upstairs
2586,-0.31,3.26,5.35,Upstairs
2587,0.48,3.37,6.3,Upstairs
2588,1.36,3.66,7.32,Upstairs
2589,1.34,3.7,8.01,Upstairs
2590,0.43,3.1,8.23,Upstairs
2591,-0.07,2.13,9.0,Upstairs
2592,-0.55,1.36,10.75,Upstairs
2593,-0.9,1.26,12.03,Upstairs
2594,-0.81,1.53,12.04,Upstairs
2595,-1.65,1.37,11.31,Upstairs
2596,-2.81,1.13,10.99,Upstairs
2597,-3.66,1.31,11.02,Upstairs
2598,-4.19,1.85,10.49,Upstairs
2599,-4.51,2.95,9.06,Upstairs
2600,-4.37,4.21,8.05,Upstairs
2601,-4.69,4.31,9.02,Upstairs
2602,-5.56,3.65,12.8,Upstairs
2603,-4.84,2.65,16.6,Upstairs
2604,-3.73,1.89,16.13,Upstairs
2605,-2.7,2.0,13.07,Upstairs
2606,-2.27,2.4,10.23,Upstairs
2607,-2.42,2.6,8.39,Upstairs
2608,-2.15,2.8,7.22,Upstairs
2609,-1.67,2.93,6.17,Upstairs
2610,-1.37,3.05,5.7,Upstairs
2611,-1.54,3.22,6.2,Upstairs
2612,-1.89,3.29,7.13,Upstairs
2613,-2.4,3.17,7.89,Upstairs
2614,-2.52,3.04,8.5,Upstairs
2615,-2.29,3.02,9.09,Upstairs
2616,-2.13,2.5,9.37,Upstairs
2617,-1.39,1.98,9.75,Upstairs
2618,-0.51,1.72,9.71,Upstairs
2619,0.03,1.51,8.55,Upstairs
2620,0.17,1.68,6.95,Upstairs
2621,-0.34,1.88,5.75,Upstairs
2622,-1.1,2.12,5.28,Upstairs
2623,-1.32,2.3,5.48,Upstairs
2624,-0.95,2.8,5.38,Upstairs
2625,-1.33,2.06,6.49,Upstairs
2626,-0.85,2.2,7.69,Upstairs
2627,0.08,2.89,8.24,Upstairs
2628,0.91,3.69,8.39,Upstairs
2629,1.61,4.65,8.82,Upstairs
2630,1.67,5.08,9.98,Upstairs
2631,1.27,5.22,12.59,Upstairs
2632,0.56,5.19,16.57,Upstairs
2633,0.55,5.32,18.32,Upstairs
2634,0.36,5.05,17.59,Upstairs
2635,-0.32,4.32,17.0,Upstairs
2636,-0.38,4.13,16.49,Upstairs
2637,0.2,3.88,14.25,Upstairs
2638,1.3,3.94,11.33,Upstairs
2639,2.15,3.96,9.73,Upstairs
2640,1.71,2.38,10.17,Upstairs
2641,1.43,1.72,9.57,Upstairs
2642,1.53,1.53,9.5,Upstairs
2643,1.35,1.51,9.13,Upstairs
2644,0.25,2.06,8.58,Upstairs
2645,-1.29,2.08,8.63,Upstairs
2646,-1.73,1.96,9.03,Upstairs
2647,-1.13,1.43,9.03,Upstairs
2648,0.41,1.63,9.28,Upstairs
2649,1.36,2.72,8.75,Upstairs
2650,0.36,2.49,8.7,Upstairs
2651,-0.16,2.8,8.92,Upstairs
2652,0.06,2.98,8.84,Upstairs
2653,0.69,2.18,7.85,Upstairs
2654,2.18,2.3,8.08,Upstairs
2655,2.5,2.05,8.4,Upstairs
2656,2.12,2.2,9.27,Upstairs
2657,1.38,2.43,9.58,Upstairs
2658,0.1,2.0,9.24,Upstairs
2659,-1.72,1.68,9.3,Upstairs
2660,-2.32,2.05,9.5,Upstairs
2661,-1.35,3.06,9.98,Upstairs
2662,-0.74,3.19,11.07,Upstairs
2663,-1.44,2.47,11.55,Upstairs
2664,-2.28,2.26,11.25,Upstairs
2665,-2.57,1.86,10.72,Upstairs
2666,-2.91,1.83,10.41,Upstairs
2667,-2.99,2.16,9.71,Upstairs
2668,-1.89,2.49,9.68,Upstairs
2669,-0.85,1.64,10.58,Upstairs
2670,0.02,0.74,10.45,Upstairs
2671,0.63,0.88,9.26,Upstairs
2672,0.38,1.14,8.19,Upstairs
2673,0.04,1.2,7.84,Upstairs
2674,0.18,0.82,8.68,Upstairs
2675,0.74,0.05,10.28,Upstairs
2676,1.53,-0.36,11.42,Upstairs
2677,1.56,-0.28,11.1,Upstairs
2678,0.44,0.13,10.14,Upstairs
2679,-1.36,0.62,9.48,Upstairs
2680,-2.8,0.98,9.52,Upstairs
2681,-3.06,1.17,9.98,Upstairs
2682,-2.44,0.89,10.65,Upstairs
2683,-2.13,0.3,10.89,Upstairs
2684,-2.25,-0.07,10.6,Upstairs
2685,-2.28,-0.11,9.82,Upstairs
2686,-2.15,0.34,9.15,Upstairs
2687,-2.34,0.47,9.01,Upstairs
2688,-2.22,0.42,8.55,Upstairs
2689,-1.82,0.61,7.93,Upstairs
2690,-1.83,0.77,7.46,Upstairs
2691,-2.08,0.86,7.39,Upstairs
2692,-2.22,1.08,7.45,Upstairs
2693,-1.99,1.23,7.7,Upstairs
2694,-1.7,1.16,8.15,Upstairs
2695,-1.43,1.02,8.56,Upstairs
2696,-0.93,1.01,9.1,Upstairs
2697,-0.83,1.09,9.55,Upstairs
2698,-1.33,1.3,9.61,Upstairs
2699,-1.64,1.63,9.65,Upstairs
2700,-1.89,2.0,9.89,Upstairs
2701,-2.04,2.11,10.27,Upstairs
2702,-1.94,2.03,10.59,Upstairs
2703,-2.01,1.88,10.97,Upstairs
2704,-1.88,1.84,11.25,Upstairs
2705,-1.37,1.9,11.44,Upstairs
2706,-0.73,1.9,11.14,Upstairs
2707,-0.5,2.01,10.77,Upstairs
2708,-0.6,2.18,10.29,Upstairs
2709,-0.83,2.32,10.04,Upstairs
2710,-1.07,2.27,10.0,Upstairs
2711,-1.21,2.14,9.93,Upstairs
2712,-1.23,2.14,9.79,Upstairs
2713,-1.14,2.17,9.73,Upstairs
2714,-1.01,2.19,9.99,Upstairs
2715,-1.05,2.05,10.42,Upstairs
2716,-1.1,1.91,10.65,Upstairs
2717,-1.16,1.8,10.39,Upstairs
2718,-1.02,1.78,9.92,Upstairs
2719,-1.03,1.78,9.53,Upstairs
2720,-1.24,1.78,9.47,Upstairs
2721,-1.46,1.83,9.65,Upstairs
2722,-1.55,1.79,9.97,Upstairs
2723,-1.27,1.68,10.13,Upstairs
2724,-1.0,1.53,10.07,Upstairs
2725,-0.86,1.39,9.9,Upstairs
2726,-0.88,1.35,9.7,Upstairs
2727,-1.07,1.4,9.55,Upstairs
2728,-1.21,1.57,9.4,Upstairs
2729,-1.26,1.7,9.18,Upstairs
2730,-1.23,1.8,8.98,Upstairs
2731,-1.14,1.87,8.88,Upstairs
2732,-1.03,2.03,8.98,Upstairs
2733,-0.93,2.18,9.08,Upstairs
2734,-0.79,2.21,9.09,Upstairs
2735,-0.71,2.23,8.83,Upstairs
2736,-0.82,2.37,8.7,Upstairs
2737,-1.08,2.52,8.98,Upstairs
2738,-1.26,2.6,9.46,Upstairs
2739,-1.31,2.52,9.84,Upstairs
2740,-1.28,2.36,9.98,Upstairs
2741,-1.07,2.32,10.15,Upstairs
2742,-1.01,2.26,10.36,Upstairs
2743,-1.1,2.14,10.4,Upstairs
2744,-1.11,2.14,10.17,Upstairs
2745,-1.05,2.18,9.68,Upstairs
2746,-0.88,2.2,9.24,Upstairs
2747,-0.79,2.2,8.98,Upstairs
2748,-0.69,2.21,8.9,Upstairs
2749,-0.6,2.24,8.97,Upstairs
2750,-0.61,2.16,9.13,Upstairs
2751,-0.72,2.09,9.38,Upstairs
2752,-0.69,2.15,9.48,Upstairs
2753,-0.59,2.21,9.45,Upstairs
2754,-0.58,2.23,9.37,Upstairs
2755,-0.71,2.22,9.63,Upstairs
2756,-0.77,2.13,9.96,Upstairs
2757,-0.94,1.94,10.36,Upstairs
2758,-1.04,1.79,10.77,Upstairs
2759,-0.89,1.62,10.68,Upstairs
2760,-0.63,1.59,10.31,Upstairs
2761,-0.45,1.76,9.95,Upstairs
2762,-0.58,1.82,9.68,Upstairs
2763,-0.69,1.78,9.43,Upstairs
2764,-0.75,1.79,9.28,Upstairs
2765,-0.69,1.88,9.2,Upstairs
2766,-0.72,1.91,9.14,Upstairs
2767,-0.74,2.01,9.19,Upstairs
2768,-0.77,2.0,9.35,Upstairs
2769,-0.81,1.84,9.63,Upstairs
2770,-0.85,1.75,9.92,Upstairs
2771,-0.83,1.76,10.09,Upstairs
2772,-0.77,1.78,10.05,Upstairs
2773,-0.86,1.77,9.99,Upstairs
2774,-1.0,1.76,9.96,Upstairs
2775,-1.02,1.83,9.84,Upstairs
2776,-1.03,1.91,9.52,Upstairs
2777,-1.13,1.92,9.34,Upstairs
2778,-1.23,1.86,9.5,Upstairs
2779,-1.24,1.72,9.84,Upstairs
2780,-1.22,1.59,10.27,Upstairs
2781,-1.16,1.54,10.29,Upstairs
2782,-1.04,1.59,9.92,Upstairs
2783,-1.13,1.65,9.4,Upstairs
2784,-1.17,1.78,9.11,Upstairs
2785,-1.13,1.85,9.02,Upstairs
2786,-1.19,1.73,9.16,Upstairs
2787,-1.43,1.67,9.44,Upstairs
2788,-1.56,1.68,9.61,Upstairs
2789,-1.51,1.65,9.65,Upstairs
2790,-1.51,1.58,9.68,Upstairs
2791,-1.55,1.56,9.8,Upstairs
2792,-1.55,1.59,9.86,Upstairs
2793,-1.58,1.57,9.77,Upstairs
2794,-1.58,1.6,9.54,Upstairs
2795,-1.56,1.67,9.5,Upstairs
2796,-1.63,1.61,9.58,Upstairs
2797,-1.6,1.6,9.62,Upstairs
2798,-1.63,1.61,9.58,Upstairs
2799,-1.7,1.59,9.59,Upstairs
2800,-1.76,1.59,9.62,Upstairs
2801,-1.67,1.57,9.54,Upstairs
2802,-1.6,1.6,9.45,Upstairs
2803,-1.63,1.67,9.45,Upstairs
2804,-1.69,1.7,9.51,Upstairs
2805,-1.73,1.68,9.51,Upstairs
2806,-1.73,1.68,9.58,Upstairs
2807,-1.64,1.75,9.67,Upstairs
2808,-1.53,1.76,9.69,Upstairs
2809,-1.48,1.74,9.66,Upstairs
2810,-1.44,1.75,9.56,Upstairs
2811,-1.44,1.81,9.48,Upstairs
2812,-1.39,1.78,9.5,Upstairs
2813,-1.37,1.73,9.58,Upstairs
2814,-1.41,1.77,9.6,Upstairs
2815,-1.61,1.84,9.8,Upstairs
2816,-1.77,1.76,10.0,Upstairs
2817,-1.8,1.76,9.97,Upstairs
2818,-1.76,1.8,9.85,Upstairs
2819,-1.79,1.8,9.75,Upstairs
2820,-1.97,1.77,9.4,Upstairs
2821,-2.02,1.79,9.25,Upstairs
2822,-2.07,1.78,9.17,Upstairs
2823,-2.11,1.72,9.15,Upstairs
2824,-2.15,1.63,9.24,Upstairs
2825,-2.14,1.58,9.51,Upstairs
2826,-2.1,1.52,9.69,Upstairs
2827,-1.98,1.46,9.61,Upstairs
2828,-1.81,1.55,9.41,Upstairs
2829,-1.83,1.63,9.31,Upstairs
2830,-1.95,1.63,9.48,Upstairs
2831,-2.06,1.52,9.66,Upstairs
2832,-2.0,1.46,9.76,Upstairs
2833,-1.82,1.53,9.64,Upstairs
2834,-1.73,1.63,9.46,Upstairs
2835,-1.79,1.69,9.32,Upstairs
2836,-1.95,1.72,9.28,Upstairs
2837,-1.98,1.78,9.21,Upstairs
2838,-1.85,1.81,9.22,Upstairs
2839,-1.87,1.75,9.37,Upstairs
2840,-2.02,1.73,9.59,Upstairs
2841,-1.98,1.77,9.7,Upstairs
2842,-1.8,1.8,9.64,Upstairs
2843,-1.7,1.82,9.58,Upstairs
2844,-1.58,1.91,9.52,Upstairs
2845,-1.56,1.94,9.57,Upstairs
2846,-1.59,1.91,9.64,Upstairs
2847,-1.52,1.9,9.71,Upstairs
2848,-1.5,1.91,9.76,Upstairs
2849,-1.59,1.91,9.8,Upstairs
2850,-1.62,1.92,9.84,Upstairs
2851,-1.63,1.89,9.97,Upstairs
2852,-1.58,1.87,10.03,Upstairs
2853,-1.46,1.86,9.93,Upstairs
2854,-1.51,1.91,9.79,Upstairs
2855,-1.65,1.92,9.68,Upstairs
2856,-1.7,1.93,9.64,Upstairs
2857,-1.6,1.95,9.53,Upstairs
2858,-1.51,1.89,9.52,Upstairs
2859,-1.58,1.8,9.66,Upstairs
2860,-1.49,1.81,9.71,Upstairs
2861,-1.36,1.81,9.69,Upstairs
2862,-1.28,1.77,9.68,Upstairs
2863,-1.29,1.77,9.66,Upstairs
2864,-1.34,1.82,9.61,Upstairs
2865,-1.32,1.93,9.58,Upstairs
2866,-1.25,1.96,9.58,Upstairs
2867,-1.14,1.98,9.49,Upstairs
2868,-1.11,2.05,9.33,Upstairs
2869,-1.21,2.14,9.23,Upstairs
2870,-1.29,2.19,9.17,Upstairs
2871,-1.27,2.26,9.11,Upstairs
2872,-1.15,2.26,9.06,Upstairs
2873,-1.14,2.24,9.15,Upstairs
2874,-1.12,2.3,9.3,Upstairs
2875,-0.95,2.37,9.51,Upstairs
2876,-0.84,2.41,9.51,Upstairs
2877,-0.8,2.4,9.43,Upstairs
2878,-0.9,2.45,9.5,Upstairs
2879,-0.97,2.48,9.65,Upstairs
2880,-0.84,2.55,9.66,Upstairs
2881,-0.82,2.6,9.7,Upstairs
2882,-0.87,2.59,9.72,Upstairs
2883,-0.96,2.52,9.86,Upstairs
2884,-1.01,2.5,10.0,Upstairs
2885,-0.92,2.44,10.02,Upstairs
2886,-0.82,2.39,10.02,Upstairs
2887,-0.87,2.41,10.07,Upstairs
2888,-0.97,2.45,10.01,Upstairs
2889,-1.1,2.46,9.8,Upstairs
2890,-1.13,2.5,9.51,Upstairs
2891,-1.14,2.56,9.28,Upstairs
2892,-1.02,2.61,9.21,Upstairs
2893,-0.98,2.55,9.34,Upstairs
2894,-1.16,2.56,9.68,Upstairs
2895,-1.69,2.87,10.06,Upstairs
2896,-2.2,3.12,10.2,Upstairs
2897,-1.8,2.51,10.37,Upstairs
2898,-1.57,2.1,10.59,Upstairs
2899,-1.98,2.06,9.51,Upstairs
2900,-3.23,2.25,8.35,Upstairs
2901,-1.89,4.41,7.92,Upstairs
2902,-0.06,5.91,6.77,Upstairs
2903,0.65,5.04,5.08,Upstairs
2904,-0.16,3.37,5.94,Upstairs
2905,-0.81,2.5,8.23,Upstairs
2906,0.1,3.58,10.5,Upstairs
2907,0.29,3.97,10.92,Upstairs
2908,-0.83,3.86,10.79,Upstairs
2909,-1.6,3.63,10.04,Upstairs
2910,-1.1,3.71,9.26,Upstairs
2911,-0.22,3.84,8.85,Upstairs
2912,-0.26,3.95,8.99,Upstairs
2913,-0.76,4.71,9.22,Upstairs
2914,-0.69,4.95,9.03,Upstairs
2915,-0.39,4.59,9.0,Upstairs
2916,-0.08,4.31,8.89,Upstairs
2917,0.2,4.47,8.71,Upstairs
2918,0.33,4.8,8.05,Upstairs
2919,0.72,4.74,8.05,Upstairs
2920,0.28,4.38,9.04,Upstairs
2921,-0.3,4.16,9.93,Upstairs
2922,-0.61,4.29,9.92,Upstairs
2923,0.35,4.11,8.96,Upstairs
2924,2.0,4.06,7.83,Upstairs
2925,1.69,3.9,8.14,Upstairs
2926,0.66,4.02,8.85,Upstairs
2927,-0.49,4.15,9.49,Upstairs
2928,-1.43,3.86,9.94,Upstairs
2929,-1.25,3.57,10.0,Upstairs
2930,-0.32,3.7,9.61,Upstairs
2931,0.05,3.73,9.41,Upstairs
2932,0.13,3.83,9.26,Upstairs
2933,-0.03,3.82,9.25,Upstairs
2934,-0.4,3.59,9.41,Upstairs
2935,-0.35,3.44,9.33,Upstairs
2936,-0.12,3.59,9.26,Upstairs
2937,0.04,3.68,9.22,Upstairs
2938,0.12,3.57,9.27,Upstairs
2939,0.0,3.41,9.21,Upstairs
2940,-0.05,3.31,9.38,Upstairs
2941,-0.12,3.23,9.4,Upstairs
2942,-0.23,3.17,9.31,Upstairs
2943,-0.3,3.18,9.09,Upstairs
2944,-0.23,3.23,9.13,Upstairs
2945,-0.04,3.22,9.21,Upstairs
2946,0.03,3.12,9.27,Upstairs
2947,0.01,3.04,9.31,Upstairs
2948,-0.17,3.05,9.45,Upstairs
2949,-0.32,3.08,9.56,Upstairs
2950,-0.33,3.09,9.47,Upstairs
2951,-0.2,3.15,9.43,Upstairs
2952,-0.06,3.17,9.34,Upstairs
2953,-0.14,3.12,9.29,Upstairs
2954,-0.09,3.13,9.29,Upstairs
2955,-0.1,3.14,9.43,Upstairs
2956,-0.18,3.13,9.62,Upstairs
2957,-0.17,3.06,9.65,Upstairs
2958,-0.25,3.05,9.53,Upstairs
2959,-0.33,3.11,9.44,Upstairs
2960,-0.17,3.1,9.46,Upstairs
2961,0.19,2.97,9.65,Upstairs
2962,0.24,2.83,9.77,Upstairs
2963,-0.09,2.68,9.86,Upstairs
2964,-0.32,2.78,9.97,Upstairs
2965,-0.13,3.03,10.04,Upstairs
2966,-0.07,3.1,10.05,Upstairs
2967,0.02,2.92,9.62,Upstairs
2968,0.29,2.82,9.04,Upstairs
2969,0.38,3.17,8.23,Upstairs
2970,0.32,3.57,8.42,Upstairs
2971,-0.18,3.28,9.17,Upstairs
2972,-0.18,2.85,9.85,Upstairs
2973,0.0,2.94,9.91,Upstairs
2974,0.15,3.01,9.52,Upstairs
2975,0.69,2.87,9.05,Upstairs
2976,0.68,3.09,9.13,Upstairs
2977,0.29,3.18,9.68,Upstairs
2978,-0.33,3.03,9.83,Upstairs
2979,-0.42,2.9,9.65,Upstairs
2980,0.01,3.09,9.68,Upstairs
2981,0.32,3.16,9.74,Upstairs
