,X,Y,Z,Activity
3774,0.66,2.82,9.96,Upstairs
3775,0.58,2.74,9.79,Upstairs
3776,0.64,2.76,9.4,Upstairs
3777,0.75,2.92,9.05,Upstairs
3778,0.67,3.06,8.81,Upstairs
3779,0.62,3.12,8.89,Upstairs
3780,0.67,3.15,9.01,Upstairs
3781,0.77,3.17,9.12,Upstairs
3782,0.83,3.21,9.15,Upstairs
3783,0.68,3.21,9.37,Upstairs
3784,0.53,3.16,9.78,Upstairs
3785,0.47,3.08,10.2,Upstairs
3786,0.6,3.02,10.28,Upstairs
3787,0.84,3.01,10.05,Upstairs
3788,0.92,3.06,9.72,Upstairs
3789,0.91,3.12,9.42,Upstairs
3790,0.82,3.15,9.35,Upstairs
3791,0.7,3.12,9.49,Upstairs
3792,0.73,3.08,9.49,Upstairs
3793,0.78,3.05,9.36,Upstairs
3794,0.8,3.03,9.31,Upstairs
3795,0.82,2.99,9.4,Upstairs
3796,0.86,2.95,9.44,Upstairs
3797,0.9,2.87,9.35,Upstairs
3798,0.95,2.79,9.34,Upstairs
3799,1.01,2.73,9.36,Upstairs
3800,1.02,2.77,9.35,Upstairs
3801,0.98,2.77,9.32,Upstairs
3802,0.97,2.78,9.35,Upstairs
3803,0.93,2.77,9.37,Upstairs
3804,0.9,2.83,9.41,Upstairs
3805,0.89,2.79,9.38,Upstairs
3806,0.89,2.77,9.43,Upstairs
3807,0.81,2.75,9.5,Upstairs
3808,0.71,2.75,9.63,Upstairs
3809,0.76,2.75,9.62,Upstairs
3810,0.92,2.72,9.51,Upstairs
3811,1.01,2.69,9.62,Upstairs
3812,1.06,2.68,9.76,Upstairs
3813,1.09,2.61,9.88,Upstairs
3814,1.19,2.33,9.27,Upstairs
3815,1.22,2.38,9.15,Upstairs
3816,1.27,2.46,9.18,Upstairs
3817,1.3,2.46,9.45,Upstairs
3818,1.37,2.42,9.62,Upstairs
3819,1.47,2.86,9.49,Upstairs
3820,1.92,2.64,9.76,Upstairs
3821,2.16,2.38,9.76,Upstairs
3822,2.37,2.11,9.73,Upstairs
3823,3.58,1.77,9.76,Upstairs
3824,2.25,2.01,11.02,Upstairs
3825,1.48,1.8,10.42,Upstairs
3826,1.41,1.87,9.81,Upstairs
3827,1.53,2.49,10.02,Upstairs
3828,1.17,2.05,9.82,Upstairs
3829,0.93,2.15,9.45,Upstairs
3830,0.6,2.06,9.58,Upstairs
3831,0.64,1.78,10.01,Upstairs
3832,0.88,1.62,10.0,Upstairs
3833,1.15,1.55,9.55,Upstairs
3834,1.34,1.49,8.99,Upstairs
3835,1.61,1.41,8.51,Upstairs
3836,1.88,1.41,8.41,Upstairs
3837,2.02,1.42,8.56,Upstairs
3838,1.9,1.35,8.79,Upstairs
3839,2.03,1.2,9.18,Upstairs
3840,2.25,1.09,9.4,Upstairs
3841,2.4,1.05,9.48,Upstairs
3842,2.51,1.09,9.41,Upstairs
3843,2.52,1.12,9.38,Upstairs
3844,2.52,1.13,9.52,Upstairs
3845,2.53,1.08,9.7,Upstairs
3846,2.52,1.02,9.91,Upstairs
3847,2.59,0.95,9.97,Upstairs
3848,2.7,0.91,9.95,Upstairs
3849,2.78,0.95,9.85,Upstairs
3850,2.59,0.95,9.8,Upstairs
3851,2.61,0.89,9.84,Upstairs
3852,2.57,0.8,10.02,Upstairs
3853,2.6,0.75,10.12,Upstairs
3854,2.57,0.76,9.91,Upstairs
3855,2.48,0.78,9.72,Upstairs
3856,2.53,0.7,9.84,Upstairs
3857,2.53,0.61,9.94,Upstairs
3858,2.45,0.62,9.96,Upstairs
3859,2.32,0.6,9.92,Upstairs
3860,2.27,0.58,9.99,Upstairs
3861,2.13,0.56,9.9,Upstairs
3862,2.0,0.62,9.82,Upstairs
3863,2.14,0.6,9.79,Upstairs
3864,2.29,0.57,9.8,Upstairs
3865,2.23,0.54,9.74,Upstairs
3866,1.98,0.63,9.64,Upstairs
3867,1.9,0.68,9.5,Upstairs
3868,1.94,0.75,9.32,Upstairs
3869,2.14,0.75,9.25,Upstairs
3870,2.32,0.7,9.18,Upstairs
3871,2.43,0.65,9.3,Upstairs
3872,2.49,0.65,9.48,Upstairs
3873,2.45,0.62,9.51,Upstairs
3874,2.42,0.63,9.53,Upstairs
3875,2.4,0.69,9.45,Upstairs
3876,2.4,0.63,9.51,Upstairs
3877,2.52,0.53,9.72,Upstairs
3878,2.65,0.47,9.91,Upstairs
3879,2.66,0.43,9.99,Upstairs
3880,2.72,0.47,9.92,Upstairs
3881,2.7,0.53,9.75,Upstairs
3882,2.62,0.58,9.55,Upstairs
3883,2.53,0.6,9.4,Upstairs
3884,2.54,0.63,9.39,Upstairs
3885,2.64,0.6,9.55,Upstairs
3886,2.72,0.54,9.66,Upstairs
3887,2.54,0.56,9.59,Upstairs
3888,2.23,0.67,9.53,Upstairs
3889,2.08,0.7,9.48,Upstairs
3890,2.44,0.57,9.56,Upstairs
3891,2.85,0.38,9.75,Upstairs
3892,3.04,0.31,9.89,Upstairs
3893,2.91,0.27,9.86,Upstairs
3894,2.59,0.32,9.9,Upstairs
3895,2.35,0.41,9.92,Upstairs
3896,2.33,0.42,9.85,Upstairs
3897,2.61,0.39,9.6,Upstairs
3898,2.78,0.38,9.33,Upstairs
3899,2.7,0.44,9.21,Upstairs
3900,2.57,0.5,9.2,Upstairs
3901,2.5,0.54,9.29,Upstairs
3902,2.52,0.48,9.45,Upstairs
3903,2.64,0.45,9.57,Upstairs
3904,2.64,0.41,9.6,Upstairs
3905,2.58,0.44,9.6,Upstairs
3906,2.49,0.38,9.63,Upstairs
3907,2.41,0.44,9.72,Upstairs
3908,2.47,0.46,9.64,Upstairs
3909,2.68,0.39,9.63,Upstairs
3910,2.87,0.36,9.6,Upstairs
3911,2.84,0.36,9.49,Upstairs
3912,2.7,0.34,9.5,Upstairs
3913,2.66,0.35,9.73,Upstairs
3914,2.62,0.31,9.77,Upstairs
3915,2.54,0.3,9.68,Upstairs
3916,2.48,0.37,9.48,Upstairs
3917,2.46,0.42,9.33,Upstairs
3918,2.41,0.39,9.4,Upstairs
3919,2.43,0.39,9.47,Upstairs
3920,2.4,0.37,9.47,Upstairs
3921,2.43,0.39,9.43,Upstairs
3922,2.46,0.4,9.44,Upstairs
3923,2.44,0.44,9.49,Upstairs
3924,2.37,0.42,9.54,Upstairs
3925,2.41,0.45,9.67,Upstairs
3926,2.41,0.46,9.64,Upstairs
3927,2.44,0.5,9.63,Upstairs
3928,2.44,0.55,9.53,Upstairs
3929,2.43,0.55,9.4,Upstairs
3930,2.44,0.54,9.49,Upstairs
3931,2.48,0.52,9.59,Upstairs
3932,2.59,0.5,9.58,Upstairs
3933,2.63,0.45,9.61,Upstairs
3934,2.73,0.39,9.73,Upstairs
3935,2.64,0.39,9.78,Upstairs
3936,2.61,0.39,9.69,Upstairs
3937,2.62,0.39,9.53,Upstairs
3938,2.72,0.37,9.56,Upstairs
3939,2.73,0.35,9.52,Upstairs
3940,2.61,0.36,9.52,Upstairs
3941,2.52,0.38,9.6,Upstairs
3942,2.47,0.35,9.64,Upstairs
3943,2.46,0.35,9.6,Upstairs
3944,2.48,0.37,9.63,Upstairs
3945,2.43,0.34,9.59,Upstairs
3946,2.39,0.33,9.51,Upstairs
3947,2.4,0.32,9.57,Upstairs
3948,2.49,0.33,9.55,Upstairs
3949,2.48,0.37,9.42,Upstairs
3950,2.44,0.43,9.37,Upstairs
3951,2.37,0.42,9.52,Upstairs
3952,2.35,0.42,9.68,Upstairs
3953,2.29,0.38,9.75,Upstairs
3954,2.28,0.41,9.82,Upstairs
3955,2.24,0.4,9.75,Upstairs
3956,2.25,0.38,9.8,Upstairs
3957,2.37,0.35,9.85,Upstairs
3958,2.35,0.39,9.55,Upstairs
3959,2.4,0.32,9.74,Upstairs
3960,2.38,0.33,9.67,Upstairs
3961,2.37,0.35,9.54,Upstairs
3962,2.32,0.39,9.55,Upstairs
3963,2.29,0.41,9.68,Upstairs
3964,2.32,0.34,9.76,Upstairs
3965,2.34,0.29,9.76,Upstairs
3966,2.31,0.34,9.68,Upstairs
3967,2.15,0.39,9.56,Upstairs
3968,2.16,0.43,9.52,Upstairs
3969,2.12,0.46,9.46,Upstairs
3970,2.08,0.48,9.61,Upstairs
3971,2.14,0.46,9.74,Upstairs
3972,2.15,0.45,9.63,Upstairs
3973,2.15,0.49,9.49,Upstairs
3974,2.09,0.48,9.56,Upstairs
3975,2.06,0.51,9.65,Upstairs
3976,2.05,0.52,9.59,Upstairs
3977,2.14,0.49,9.59,Upstairs
3978,2.27,0.47,9.62,Upstairs
3979,2.13,0.46,9.57,Upstairs
3980,2.09,0.48,9.58,Upstairs
3981,2.13,0.49,9.6,Upstairs
3982,2.15,0.4,9.7,Upstairs
3983,2.17,0.42,9.75,Upstairs
3984,2.15,0.4,9.76,Upstairs
3985,2.11,0.42,9.64,Upstairs
3986,2.11,0.45,9.62,Upstairs
3987,2.07,0.4,9.79,Upstairs
3988,2.07,0.32,9.91,Upstairs
3989,2.19,0.3,9.85,Upstairs
3990,2.08,0.42,9.7,Upstairs
3991,1.78,0.38,9.64,Upstairs
3992,2.05,0.27,9.44,Upstairs
3993,2.1,0.63,9.67,Upstairs
3994,1.83,0.33,9.57,Upstairs
3995,1.95,0.41,9.78,Upstairs
3996,2.01,0.38,9.82,Upstairs
3997,2.02,0.37,9.7,Upstairs
3998,1.98,0.42,9.68,Upstairs
3999,1.95,0.43,9.66,Upstairs
4000,1.93,0.41,9.61,Upstairs
4001,1.98,0.42,9.74,Upstairs
4002,1.99,0.39,9.89,Upstairs
4003,1.94,0.36,9.84,Upstairs
4004,1.93,0.45,9.78,Upstairs
4005,1.93,0.44,9.71,Upstairs
4006,1.89,0.43,9.83,Upstairs
4007,1.92,0.44,9.85,Upstairs
4008,1.91,0.46,9.71,Upstairs
4009,1.87,0.48,9.69,Upstairs
4010,1.81,0.46,9.83,Upstairs
4011,1.87,0.46,9.88,Upstairs
4012,1.9,0.43,9.82,Upstairs
4013,1.91,0.45,9.73,Upstairs
4014,1.93,0.49,9.64,Upstairs
4015,1.9,0.47,9.61,Upstairs
4016,1.94,0.5,9.61,Upstairs
4017,1.9,0.48,9.61,Upstairs
4018,1.87,0.47,9.6,Upstairs
4019,1.81,0.46,9.61,Upstairs
4020,1.83,0.5,9.63,Upstairs
4021,1.86,0.48,9.66,Upstairs
4022,1.89,0.49,9.62,Upstairs
4023,1.87,0.5,9.58,Upstairs
4024,1.85,0.5,9.6,Upstairs
4025,1.89,0.54,9.56,Upstairs
4026,1.81,0.55,9.57,Upstairs
4027,1.86,0.59,9.67,Upstairs
4028,1.9,0.52,9.8,Upstairs
4029,1.98,0.48,9.87,Upstairs
4030,1.96,0.47,9.91,Upstairs
4031,1.88,0.49,9.87,Upstairs
4032,1.72,0.44,9.83,Upstairs
4033,1.72,0.38,9.87,Upstairs
4034,1.58,0.35,9.76,Upstairs
4035,1.45,0.43,9.65,Upstairs
4036,1.39,0.49,9.51,Upstairs
4037,1.22,0.54,9.43,Upstairs
4038,1.21,0.58,9.42,Upstairs
4039,1.18,0.55,9.47,Upstairs
4040,1.15,0.5,9.61,Upstairs
4041,1.18,0.51,9.66,Upstairs
4042,1.26,0.48,9.71,Upstairs
4043,1.36,0.48,9.71,Upstairs
4044,1.39,0.51,9.6,Upstairs
4045,1.37,0.58,9.52,Upstairs
4046,1.27,0.62,9.6,Upstairs
4047,1.29,0.62,9.65,Upstairs
4048,1.24,0.63,9.71,Upstairs
4049,1.27,0.67,9.6,Upstairs
4050,1.25,0.67,9.6,Upstairs
4051,1.18,0.7,9.67,Upstairs
4052,1.14,0.73,9.76,Upstairs
4053,1.15,0.72,9.78,Upstairs
4054,1.16,0.66,9.87,Upstairs
4055,1.16,0.55,10.1,Upstairs
4056,1.12,0.39,10.4,Upstairs
4057,1.19,0.31,10.67,Upstairs
4058,1.24,0.24,10.73,Upstairs
4059,1.24,0.33,10.54,Upstairs
4060,1.21,0.45,10.27,Upstairs
4061,1.12,0.55,10.04,Upstairs
4062,0.95,0.64,9.87,Upstairs
4063,0.63,0.85,9.7,Upstairs
4064,0.7,1.06,9.45,Upstairs
4065,0.69,1.09,9.29,Upstairs
4066,0.68,1.1,9.38,Upstairs
4067,0.74,0.93,9.64,Upstairs
4068,0.74,0.76,9.98,Upstairs
4069,0.74,0.64,10.29,Upstairs
4070,0.88,0.54,10.36,Upstairs
4071,0.98,0.29,10.23,Upstairs
4072,1.13,0.3,10.21,Upstairs
4073,1.21,0.19,10.23,Upstairs
4074,1.08,0.1,10.31,Upstairs
4075,1.0,0.13,10.27,Upstairs
4076,0.88,0.29,10.0,Upstairs
4077,0.76,0.5,9.66,Upstairs
4078,0.58,0.63,9.5,Upstairs
4079,0.44,0.7,9.58,Upstairs
4080,0.37,0.76,9.74,Upstairs
4081,0.36,0.77,9.8,Upstairs
4082,0.3,0.79,9.77,Upstairs
4083,0.25,0.86,9.64,Upstairs
4084,0.23,0.9,9.61,Upstairs
4085,0.27,0.94,9.7,Upstairs
4086,0.36,0.9,9.75,Upstairs
4087,0.44,0.83,9.79,Upstairs
4088,0.45,0.81,9.79,Upstairs
4089,0.46,0.82,9.82,Upstairs
4090,0.47,0.85,9.83,Upstairs
4091,0.46,0.85,9.84,Upstairs
4092,0.41,0.85,9.74,Upstairs
4093,0.42,0.84,9.71,Upstairs
4094,0.49,0.87,9.58,Upstairs
4095,0.57,0.92,9.31,Upstairs
4096,0.65,1.0,9.13,Upstairs
4097,0.72,1.06,9.09,Upstairs
4098,0.74,1.1,9.24,Upstairs
4099,0.72,1.12,9.57,Upstairs
4100,0.6,1.04,9.93,Upstairs
4101,0.45,0.97,10.18,Upstairs
4102,0.39,0.82,10.49,Upstairs
4103,0.52,0.69,10.77,Upstairs
4104,0.84,0.59,10.37,Upstairs
4105,1.05,0.6,9.77,Upstairs
4106,0.99,0.64,9.66,Upstairs
4107,0.52,0.63,10.26,Upstairs
4108,0.21,0.69,10.73,Upstairs
4109,0.04,0.73,10.56,Upstairs
4110,0.11,0.71,10.19,Upstairs
4111,0.21,0.81,9.9,Upstairs
4112,0.12,0.84,9.67,Upstairs
4113,-0.03,0.82,9.68,Upstairs
4114,-0.13,0.8,9.7,Upstairs
4115,-0.01,0.73,9.65,Upstairs
4116,0.11,0.61,9.66,Upstairs
4117,0.19,0.53,9.78,Upstairs
4118,0.2,0.51,9.86,Upstairs
4119,0.07,0.5,9.87,Upstairs
4120,0.3,0.51,10.01,Upstairs
4121,0.85,0.67,10.34,Upstairs
4122,0.65,0.56,10.0,Upstairs
4123,0.0,0.25,9.91,Upstairs
4124,0.04,0.99,9.77,Upstairs
4125,0.05,1.23,9.87,Upstairs
4126,0.17,1.19,9.81,Upstairs
4127,0.35,1.04,9.8,Upstairs
4128,0.59,1.18,9.43,Upstairs
4129,0.91,1.39,9.31,Upstairs
4130,0.91,1.43,9.46,Upstairs
4131,0.93,1.46,9.82,Upstairs
4132,0.78,1.49,9.79,Upstairs
4133,0.81,1.53,9.76,Upstairs
4134,0.84,1.42,9.71,Upstairs
4135,1.25,1.41,9.71,Upstairs
4136,1.36,1.43,9.75,Upstairs
4137,1.1,1.54,9.79,Upstairs
4138,0.91,1.59,9.9,Upstairs
4139,0.98,1.46,9.91,Upstairs
4140,1.24,1.35,10.08,Upstairs
4141,1.31,1.29,10.13,Upstairs
4142,1.29,1.29,9.98,Upstairs
4143,1.15,1.36,9.78,Upstairs
4144,1.0,1.46,9.63,Upstairs
4145,0.96,1.51,9.6,Upstairs
4146,0.99,1.44,9.44,Upstairs
4147,0.78,1.34,9.56,Upstairs
4148,1.07,1.43,9.62,Upstairs
4149,0.8,1.39,9.63,Upstairs
4150,0.95,1.44,9.5,Upstairs
4151,0.87,1.44,9.46,Upstairs
4152,0.81,1.54,9.41,Upstairs
4153,0.86,1.51,9.49,Upstairs
4154,0.97,1.53,9.51,Upstairs
4155,1.04,1.56,9.46,Upstairs
4156,0.94,1.52,9.44,Upstairs
4157,0.95,1.52,9.81,Upstairs
4158,0.79,1.44,10.09,Upstairs
4159,0.75,1.41,10.04,Upstairs
4160,0.9,1.38,9.93,Upstairs
4161,0.94,1.36,10.03,Upstairs
4162,0.85,1.37,10.05,Upstairs
4163,0.75,1.43,9.99,Upstairs
4164,0.64,1.47,9.93,Upstairs
4165,0.6,1.48,9.83,Upstairs
4166,0.56,1.46,9.7,Upstairs
4167,0.63,1.52,9.61,Upstairs
4168,0.62,1.53,9.58,Upstairs
4169,0.67,1.53,9.69,Upstairs
4170,0.57,1.51,9.75,Upstairs
4171,0.71,1.5,10.03,Upstairs
4172,0.63,1.44,10.1,Upstairs
4173,0.64,1.42,10.14,Upstairs
4174,0.66,1.45,10.26,Upstairs
4175,0.67,1.44,10.19,Upstairs
4176,0.6,1.45,10.15,Upstairs
4177,0.54,1.45,10.16,Upstairs
4178,0.44,1.49,10.08,Upstairs
4179,0.35,1.55,9.9,Upstairs
4180,0.4,1.57,9.81,Upstairs
4181,0.43,1.52,9.88,Upstairs
4182,0.46,1.46,9.96,Upstairs
4183,0.5,1.42,9.97,Upstairs
4184,0.43,1.38,9.89,Upstairs
4185,0.47,1.4,9.8,Upstairs
4186,0.54,1.4,9.78,Upstairs
4187,0.57,1.38,9.87,Upstairs
4188,0.52,1.36,9.98,Upstairs
4189,0.55,1.37,10.04,Upstairs
4190,0.58,1.38,9.98,Upstairs
4191,0.56,1.37,9.85,Upstairs
4192,0.66,1.38,9.83,Upstairs
4193,0.75,1.37,9.71,Upstairs
4194,0.85,1.33,9.66,Upstairs
4195,0.85,1.34,9.49,Upstairs
4196,0.92,1.37,9.39,Upstairs
4197,0.98,1.36,9.28,Upstairs
4198,1.06,1.33,9.24,Upstairs
4199,1.12,1.31,9.19,Upstairs
4200,1.21,1.25,9.22,Upstairs
4201,1.37,1.27,9.16,Upstairs
4202,1.56,1.25,9.04,Upstairs
4203,1.62,1.22,9.03,Upstairs
4204,1.55,1.16,9.22,Upstairs
4205,1.53,1.07,9.51,Upstairs
4206,1.52,0.99,9.93,Upstairs
4207,1.6,0.99,10.18,Upstairs
4208,1.6,1.07,9.96,Upstairs
4209,1.59,1.13,9.65,Upstairs
4210,1.66,1.19,9.64,Upstairs
4211,1.64,1.16,9.96,Upstairs
4212,1.62,1.08,10.16,Upstairs
4213,1.61,1.08,10.15,Upstairs
4214,1.62,1.13,9.86,Upstairs
4215,1.53,1.22,9.52,Upstairs
4216,1.55,1.36,9.28,Upstairs
4217,1.67,1.4,9.23,Upstairs
4218,1.83,1.4,9.29,Upstairs
4219,1.8,1.37,9.47,Upstairs
4220,1.75,1.4,9.68,Upstairs
4221,1.69,1.37,9.86,Upstairs
4222,1.62,1.34,10.08,Upstairs
4223,1.67,1.28,10.32,Upstairs
4224,1.65,1.19,10.43,Upstairs
4225,1.65,1.11,10.56,Upstairs
4226,1.65,1.1,10.56,Upstairs
4227,1.67,1.12,10.38,Upstairs
4228,1.6,1.16,10.0,Upstairs
4229,1.49,1.23,9.72,Upstairs
4230,1.43,1.31,9.64,Upstairs
4231,1.37,1.28,9.61,Upstairs
4232,1.35,1.26,9.7,Upstairs
4233,1.4,1.24,9.71,Upstairs
4234,1.37,1.21,9.7,Upstairs
4235,1.28,1.18,9.77,Upstairs
4236,1.3,1.19,9.82,Upstairs
4237,1.36,1.14,9.8,Upstairs
4238,1.38,1.11,9.75,Upstairs
4239,1.39,1.15,9.69,Upstairs
4240,1.28,1.19,9.52,Upstairs
4241,1.24,1.3,9.52,Upstairs
4242,1.18,1.3,9.62,Upstairs
4243,1.16,1.27,9.7,Upstairs
4244,1.1,1.3,9.8,Upstairs
4245,1.1,1.37,9.82,Upstairs
4246,1.11,1.39,9.75,Upstairs
4247,1.19,1.41,9.69,Upstairs
4248,1.2,1.4,9.73,Upstairs
4249,1.17,1.39,9.91,Upstairs
4250,1.18,1.35,9.93,Upstairs
4251,1.19,1.36,9.83,Upstairs
4252,1.21,1.4,9.69,Upstairs
4253,1.26,1.45,9.63,Upstairs
4254,1.32,1.44,9.63,Upstairs
4255,1.35,1.41,9.74,Upstairs
4256,1.36,1.31,9.88,Upstairs
4257,1.37,1.28,9.9,Upstairs
4258,1.41,1.27,9.92,Upstairs
4259,1.44,1.28,9.77,Upstairs
4260,1.49,1.32,9.7,Upstairs
4261,1.44,1.29,9.74,Upstairs
4262,1.38,1.27,9.83,Upstairs
4263,1.31,1.24,9.83,Upstairs
4264,1.27,1.27,9.8,Upstairs
4265,1.2,1.29,9.76,Upstairs
4266,1.19,1.29,9.78,Upstairs
4267,1.19,1.3,9.75,Upstairs
4268,1.12,1.24,9.76,Upstairs
4269,1.13,1.22,9.75,Upstairs
4270,1.15,1.22,9.59,Upstairs
4271,1.12,1.25,9.58,Upstairs
4272,1.0,1.26,9.65,Upstairs
4273,1.04,1.22,9.71,Upstairs
4274,1.06,1.17,9.76,Upstairs
4275,1.01,1.15,9.75,Upstairs
4276,1.09,1.18,9.74,Upstairs
4277,1.11,1.17,9.55,Upstairs
4278,1.12,1.13,9.49,Upstairs
4279,1.11,1.14,9.61,Upstairs
4280,1.18,1.07,9.76,Upstairs
4281,1.22,0.99,9.77,Upstairs
4282,1.2,1.0,9.75,Upstairs
4283,1.12,1.04,9.74,Upstairs
4284,1.11,1.03,9.74,Upstairs
4285,1.13,0.96,9.82,Upstairs
4286,1.09,0.89,9.96,Upstairs
4287,0.99,0.86,10.06,Upstairs
4288,0.97,0.85,10.06,Upstairs
4289,0.91,0.84,9.92,Upstairs
4290,0.85,0.91,9.79,Upstairs
4291,0.78,0.96,9.61,Upstairs
4292,0.72,0.98,9.64,Upstairs
4293,0.67,0.95,9.74,Upstairs
4294,0.62,0.92,9.75,Upstairs
4295,0.56,0.92,9.76,Upstairs
4296,0.53,0.98,9.65,Upstairs
4297,0.46,1.04,9.5,Upstairs
4298,0.4,1.07,9.52,Upstairs
4299,0.33,1.08,9.6,Upstairs
4300,0.37,1.05,9.68,Upstairs
4301,0.48,1.01,9.72,Upstairs
4302,0.4,0.97,9.64,Upstairs
4303,0.43,1.11,9.55,Upstairs
4304,0.4,1.11,9.52,Upstairs
4305,0.35,1.1,9.71,Upstairs
4306,0.31,1.09,9.92,Upstairs
4307,0.29,1.09,10.13,Upstairs
4308,0.24,1.08,10.31,Upstairs
4309,0.18,1.11,10.41,Upstairs
4310,0.0,1.18,10.56,Upstairs
4311,-0.41,1.38,10.71,Upstairs
4312,-0.59,1.61,10.6,Upstairs
4313,-0.59,1.54,10.24,Upstairs
4314,-0.2,1.5,9.91,Upstairs
4315,0.13,1.47,9.8,Upstairs
4316,0.4,1.41,9.76,Upstairs
4317,0.62,1.32,9.71,Upstairs
4318,0.76,1.23,9.71,Upstairs
4319,0.86,1.13,9.81,Upstairs
4320,0.98,1.03,9.91,Upstairs
4321,1.02,0.9,10.04,Upstairs
4322,1.02,0.84,10.26,Upstairs
4323,0.98,0.78,10.32,Upstairs
4324,0.97,0.71,10.34,Upstairs
4325,0.97,0.71,10.23,Upstairs
4326,0.89,0.72,10.13,Upstairs
4327,0.78,0.77,9.98,Upstairs
4328,0.75,0.82,9.77,Upstairs
4329,0.77,0.86,9.52,Upstairs
4330,0.71,0.93,9.3,Upstairs
4331,0.71,0.99,9.16,Upstairs
4332,0.67,1.04,9.07,Upstairs
4333,0.67,1.08,9.1,Upstairs
4334,0.7,1.12,9.16,Upstairs
4335,0.76,1.13,9.24,Upstairs
4336,0.7,1.15,9.39,Upstairs
4337,0.66,1.13,9.68,Upstairs
4338,0.68,1.14,9.85,Upstairs
4339,0.63,1.15,9.9,Upstairs
4340,0.56,1.2,9.94,Upstairs
4341,0.53,1.24,10.04,Upstairs
4342,0.58,1.22,10.13,Upstairs
4343,0.6,1.18,10.14,Upstairs
4344,0.53,1.22,10.19,Upstairs
4345,0.5,1.28,10.05,Upstairs
4346,0.5,1.28,9.97,Upstairs
4347,0.53,1.31,9.93,Upstairs
4348,0.53,1.35,9.85,Upstairs
4349,0.53,1.31,9.84,Upstairs
4350,0.55,1.31,9.85,Upstairs
4351,0.54,1.28,9.84,Upstairs
4352,0.58,1.29,9.88,Upstairs
4353,0.48,1.31,9.93,Upstairs
4354,0.33,1.36,9.93,Upstairs
4355,0.4,1.34,9.87,Upstairs
4356,0.52,1.22,9.88,Upstairs
4357,0.67,1.17,9.96,Upstairs
4358,0.7,1.12,9.92,Upstairs
4359,0.72,1.13,9.8,Upstairs
4360,0.79,1.12,9.75,Upstairs
4361,0.85,1.09,9.77,Upstairs
4362,0.79,1.07,9.77,Upstairs
4363,0.78,1.11,9.74,Upstairs
4364,0.77,1.12,9.65,Upstairs
4365,0.72,1.07,9.72,Upstairs
4366,0.66,1.13,9.79,Upstairs
4367,0.75,1.21,9.73,Upstairs
4368,0.76,1.15,9.77,Upstairs
4369,0.72,1.15,9.97,Upstairs
4370,0.58,1.2,9.99,Upstairs
4371,0.56,1.23,9.91,Upstairs
4372,0.49,1.3,9.82,Upstairs
4373,0.45,1.35,9.76,Upstairs
4374,0.42,1.35,9.74,Upstairs
4375,0.42,1.35,9.76,Upstairs
4376,0.44,1.31,9.76,Upstairs
4377,0.49,1.28,9.72,Upstairs
4378,0.67,1.16,9.64,Upstairs
4379,0.81,1.28,9.74,Upstairs
4380,0.8,1.29,9.67,Upstairs
4381,0.82,1.3,9.63,Upstairs
4382,0.67,1.25,9.77,Upstairs
4383,0.57,1.32,9.88,Upstairs
4384,0.41,1.36,9.86,Upstairs
4385,0.36,1.37,9.9,Upstairs
4386,0.38,1.4,9.91,Upstairs
4387,0.38,1.42,9.77,Upstairs
4388,0.33,1.43,9.76,Upstairs
4389,0.33,1.39,9.81,Upstairs
4390,0.38,1.37,9.87,Upstairs
4391,0.48,1.32,9.82,Upstairs
4392,0.54,1.32,9.73,Upstairs
4393,0.55,1.37,9.7,Upstairs
4394,0.5,1.39,9.63,Upstairs
4395,0.45,1.42,9.56,Upstairs
4396,0.48,1.46,9.57,Upstairs
4397,0.48,1.45,9.57,Upstairs
4398,0.53,1.42,9.72,Upstairs
4399,0.54,1.38,9.87,Upstairs
4400,0.56,1.34,9.9,Upstairs
4401,0.54,1.34,9.82,Upstairs
4402,0.55,1.34,9.88,Upstairs
4403,0.54,1.35,9.95,Upstairs
4404,0.55,1.39,9.91,Upstairs
4405,0.53,1.42,9.8,Upstairs
4406,0.76,1.24,9.8,Upstairs
4407,0.76,1.25,9.91,Upstairs
4408,0.77,1.28,9.76,Upstairs
4409,0.78,1.26,9.74,Upstairs
4410,0.78,1.27,9.81,Upstairs
4411,0.67,1.35,9.82,Upstairs
4412,0.64,1.36,9.78,Upstairs
4413,0.68,1.36,9.73,Upstairs
4414,0.66,1.36,9.83,Upstairs
4415,0.69,1.31,9.89,Upstairs
4416,0.7,1.27,9.9,Upstairs
4417,0.81,1.25,9.98,Upstairs
4418,0.81,1.23,9.95,Upstairs
4419,0.82,1.27,9.92,Upstairs
4420,0.78,1.31,9.89,Upstairs
4421,0.74,1.32,9.87,Upstairs
4422,0.73,1.31,9.92,Upstairs
4423,0.73,1.33,9.88,Upstairs
4424,0.78,1.3,9.84,Upstairs
4425,0.81,1.27,9.88,Upstairs
4426,0.84,1.27,9.98,Upstairs
4427,0.91,1.26,9.92,Upstairs
4428,0.77,1.22,10.1,Upstairs
4429,0.59,1.28,10.38,Upstairs
4430,0.6,1.26,10.44,Upstairs
4431,0.69,1.25,10.31,Upstairs
4432,0.86,1.3,10.01,Upstairs
4433,0.88,1.34,9.75,Upstairs
4434,0.82,1.33,9.73,Upstairs
4435,0.88,1.34,9.74,Upstairs
4436,1.01,1.29,9.63,Upstairs
4437,1.11,1.22,9.51,Upstairs
4438,1.23,1.16,9.41,Upstairs
