0.73,-7.02,0.11,Downstairs
0.52,-7.78,0.98,Downstairs
1.04,-8.27,1.56,Downstairs
1.82,-8.18,1.48,Downstairs
4.56,-8.46,2.54,Downstairs
2.65,-7.51,-0.19,Downstairs
2.88,-7.41,0.68,Downstairs
1.31,-8.05,2.15,Downstairs
1.28,-8.17,2.03,Downstairs
2.41,-8.41,1.61,Downstairs
2.69,-8.19,0.1,Downstairs
2.55,-8.56,0.26,Downstairs
2.25,-8.71,0.66,Downstairs
2.08,-8.81,1.43,Downstairs
2.03,-8.93,1.99,Downstairs
1.98,-8.95,2.06,Downstairs
1.83,-8.94,1.78,Downstairs
1.91,-8.73,1.17,Downstairs
1.9,-8.34,1.14,Downstairs
1.75,-8.2,1.23,Downstairs
1.99,-9.25,2.16,Downstairs
2.47,-10.7,4.89,Downstairs
0.3,-10.46,4.35,Downstairs
0.58,-11.18,4.98,Downstairs
0.53,-11.74,4.34,Downstairs
0.4,-11.07,4.94,Downstairs
0.71,-10.77,5.99,Downstairs
1.25,-10.63,5.66,Downstairs
1.61,-10.01,4.59,Downstairs
1.82,-9.73,3.65,Downstairs
1.51,-9.68,4.6,Downstairs
1.46,-9.53,5.03,Downstairs
1.78,-9.16,4.79,Downstairs
2.01,-8.83,4.41,Downstairs
2.26,-8.65,3.95,Downstairs
2.42,-8.34,3.62,Downstairs
2.4,-7.99,3.47,Downstairs
1.94,-7.89,3.46,Downstairs
1.8,-7.72,3.25,Downstairs
1.83,-7.66,3.39,Downstairs
1.93,-7.88,3.26,Downstairs
1.71,-7.67,3.04,Downstairs
1.39,-7.51,2.88,Downstairs
1.29,-7.66,2.81,Downstairs
1.33,-7.81,2.66,Downstairs
1.46,-7.81,2.59,Downstairs
1.6,-7.63,2.6,Downstairs
1.79,-7.49,2.61,Downstairs
1.94,-7.18,2.66,Downstairs
1.96,-6.99,2.53,Downstairs
1.93,-7.1,2.41,Downstairs
2.02,-7.13,2.21,Downstairs
1.94,-7.15,2.05,Downstairs
2.0,-7.29,1.91,Downstairs
2.02,-7.57,2.09,Downstairs
2.04,-7.96,2.26,Downstairs
2.42,-8.88,2.71,Downstairs
2.16,-9.9,3.62,Downstairs
1.73,-11.38,4.02,Downstairs
1.97,-13.86,2.1,Downstairs
1.56,-14.23,2.0,Downstairs
0.48,-14.18,2.62,Downstairs
-0.96,-13.41,2.74,Downstairs
-0.53,-11.37,1.5,Downstairs
4.51,-14.26,2.82,Downstairs
1.25,-11.78,0.82,Downstairs
0.15,-11.82,-2.31,Downstairs
0.1,-10.43,-2.1,Downstairs
0.9,-5.9,-1.55,Downstairs
1.39,-7.58,-1.31,Downstairs
0.13,-9.43,-1.17,Downstairs
-0.12,-10.1,-1.04,Downstairs
0.78,-8.35,-1.39,Downstairs
1.29,-8.69,-1.73,Downstairs
1.58,-8.8,-2.05,Downstairs
2.76,-9.47,-1.19,Downstairs
1.36,-7.64,-1.59,Downstairs
0.68,-6.57,-1.06,Downstairs
1.9,-5.99,0.29,Downstairs
2.4,-6.68,0.73,Downstairs
2.82,-6.77,0.6,Downstairs
3.65,-6.82,-0.19,Downstairs
4.32,-6.99,-0.94,Downstairs
4.37,-7.13,-0.82,Downstairs
3.83,-7.02,-0.52,Downstairs
2.64,-6.57,-0.42,Downstairs
1.72,-6.62,-0.48,Downstairs
1.66,-7.31,-0.52,Downstairs
2.29,-8.13,-0.3,Downstairs
1.96,-9.79,1.79,Downstairs
2.09,-11.66,4.91,Downstairs
