,X,Y,Z,Activity
2506,5.18,-8.36,-1.35,Standing
2507,5.11,-8.36,-1.46,Standing
2508,5.11,-8.38,-1.52,Standing
2509,5.09,-8.34,-1.48,Standing
2510,5.05,-8.28,-1.35,Standing
2511,5.09,-8.32,-1.22,Standing
2512,5.15,-8.34,-1.22,Standing
2513,5.17,-8.29,-1.35,Standing
2514,5.21,-8.27,-1.41,Standing
2515,5.23,-8.26,-1.35,Standing
2516,5.25,-8.28,-1.26,Standing
2517,5.21,-8.29,-1.22,Standing
2518,5.18,-8.29,-1.27,Standing
2519,5.13,-8.3,-1.37,Standing
2520,5.12,-8.31,-1.45,Standing
2521,5.12,-8.3,-1.46,Standing
2522,5.15,-8.3,-1.39,Standing
2523,5.18,-8.3,-1.31,Standing
2524,5.19,-8.31,-1.28,Standing
2525,5.17,-8.28,-1.27,Standing
2526,5.16,-8.28,-1.32,Standing
2527,5.19,-8.32,-1.35,Standing
2528,5.16,-8.32,-1.38,Standing
2529,5.15,-8.27,-1.35,Standing
2530,5.14,-8.25,-1.32,Standing
2531,5.17,-8.31,-1.33,Standing
2532,5.21,-8.34,-1.29,Standing
2533,5.2,-8.3,-1.29,Standing
2534,5.16,-8.25,-1.32,Standing
2535,5.17,-8.26,-1.38,Standing
2536,5.18,-8.29,-1.4,Standing
2537,5.2,-8.29,-1.35,Standing
2538,5.21,-8.28,-1.33,Standing
2539,5.19,-8.3,-1.28,Standing
2540,5.15,-8.28,-1.26,Standing
2541,5.16,-8.28,-1.27,Standing
2542,5.18,-8.29,-1.35,Standing
2543,5.19,-8.3,-1.39,Standing
2544,5.18,-8.27,-1.4,Standing
2545,5.17,-8.24,-1.36,Standing
2546,5.18,-8.27,-1.32,Standing
2547,5.19,-8.33,-1.31,Standing
2548,5.2,-8.31,-1.29,Standing
2549,5.16,-8.3,-1.33,Standing
2550,5.12,-8.28,-1.34,Standing
2551,5.07,-8.33,-1.36,Standing
2552,5.11,-8.36,-1.37,Standing
2553,5.16,-8.33,-1.37,Standing
2554,5.19,-8.28,-1.36,Standing
2555,5.18,-8.27,-1.32,Standing
2556,5.18,-8.27,-1.32,Standing
2557,5.2,-8.27,-1.34,Standing
2558,5.21,-8.28,-1.37,Standing
2559,5.21,-8.29,-1.37,Standing
2560,5.15,-8.27,-1.31,Standing
2561,5.14,-8.28,-1.29,Standing
2562,5.16,-8.29,-1.29,Standing
2563,5.19,-8.29,-1.33,Standing
2564,5.17,-8.31,-1.33,Standing
2565,5.15,-8.31,-1.31,Standing
2566,5.19,-8.28,-1.27,Standing
2567,5.14,-8.31,-1.23,Standing
2568,5.22,-8.31,-1.25,Standing
2569,5.17,-8.3,-1.27,Standing
2570,5.12,-8.3,-1.32,Standing
2571,5.13,-8.29,-1.36,Standing
2572,5.16,-8.32,-1.38,Standing
2573,5.18,-8.36,-1.34,Standing
2574,5.13,-8.35,-1.31,Standing
2575,5.12,-8.33,-1.3,Standing
2576,5.15,-8.32,-1.3,Standing
2577,5.15,-8.31,-1.27,Standing
2578,5.13,-8.29,-1.2,Standing
2579,5.14,-8.26,-1.2,Standing
2580,5.22,-8.3,-1.2,Standing
2581,5.22,-8.32,-1.2,Standing
2582,5.15,-8.33,-1.23,Standing
2583,5.08,-8.3,-1.29,Standing
2584,5.09,-8.27,-1.36,Standing
2585,5.18,-8.34,-1.38,Standing
2586,5.17,-8.39,-1.32,Standing
2587,5.08,-8.36,-1.26,Standing
2588,5.09,-8.33,-1.23,Standing
2589,5.13,-8.35,-1.23,Standing
2590,5.12,-8.32,-1.29,Standing
2591,5.1,-8.36,-1.27,Standing
2592,5.09,-8.39,-1.22,Standing
2593,5.06,-8.35,-1.23,Standing
2594,5.08,-8.3,-1.3,Standing
2595,5.14,-8.33,-1.34,Standing
2596,5.16,-8.35,-1.32,Standing
2597,5.12,-8.35,-1.31,Standing
2598,5.13,-8.29,-1.31,Standing
2599,5.13,-8.28,-1.26,Standing
2600,5.16,-8.33,-1.21,Standing
2601,5.17,-8.37,-1.24,Standing
2602,5.11,-8.33,-1.27,Standing
2603,5.06,-8.31,-1.32,Standing
2604,5.02,-8.32,-1.33,Standing
2605,5.08,-8.34,-1.3,Standing
2606,5.13,-8.37,-1.27,Standing
2607,5.16,-8.39,-1.22,Standing
2608,5.12,-8.38,-1.25,Standing
2609,5.09,-8.36,-1.28,Standing
2610,5.06,-8.37,-1.32,Standing
2611,5.04,-8.36,-1.33,Standing
2612,5.05,-8.33,-1.31,Standing
2613,5.1,-8.31,-1.28,Standing
2614,5.17,-8.32,-1.26,Standing
2615,5.19,-8.31,-1.27,Standing
2616,5.15,-8.32,-1.25,Standing
2617,5.16,-8.33,-1.25,Standing
2618,5.15,-8.31,-1.23,Standing
2619,5.13,-8.31,-1.26,Standing
2620,5.12,-8.31,-1.23,Standing
2621,5.1,-8.33,-1.24,Standing
2622,5.1,-8.35,-1.23,Standing
2623,5.08,-8.37,-1.23,Standing
2624,5.06,-8.36,-1.28,Standing
2625,5.1,-8.33,-1.32,Standing
2626,5.15,-8.32,-1.3,Standing
2627,5.13,-8.33,-1.26,Standing
2628,5.13,-8.33,-1.23,Standing
2629,5.09,-8.33,-1.23,Standing
2630,5.13,-8.34,-1.25,Standing
2631,5.17,-8.32,-1.27,Standing
2632,5.16,-8.3,-1.28,Standing
2633,5.12,-8.31,-1.23,Standing
2634,5.09,-8.3,-1.23,Standing
2635,5.11,-8.34,-1.24,Standing
2636,5.14,-8.37,-1.23,Standing
2637,5.11,-8.36,-1.25,Standing
2638,5.09,-8.31,-1.24,Standing
2639,5.03,-8.32,-1.26,Standing
2640,5.04,-8.34,-1.25,Standing
2641,5.1,-8.36,-1.26,Standing
2642,5.15,-8.36,-1.25,Standing
2643,5.13,-8.36,-1.22,Standing
2644,5.09,-8.38,-1.23,Standing
2645,5.06,-8.37,-1.25,Standing
2646,5.05,-8.37,-1.27,Standing
2647,5.05,-8.38,-1.24,Standing
2648,5.07,-8.39,-1.22,Standing
2649,5.1,-8.41,-1.18,Standing
2650,5.03,-8.36,-1.15,Standing
2651,4.99,-8.39,-1.16,Standing
2652,4.96,-8.4,-1.16,Standing
2653,4.96,-8.38,-1.23,Standing
2654,5.04,-8.37,-1.29,Standing
2655,5.11,-8.39,-1.25,Standing
2656,5.1,-8.43,-1.23,Standing
2657,5.07,-8.67,-1.23,Standing
2658,5.13,-8.04,-1.23,Standing
2659,4.88,-8.3,-1.25,Standing
2660,4.83,-8.49,-1.27,Standing
2661,4.91,-8.51,-1.27,Standing
2662,4.91,-8.46,-1.21,Standing
2663,4.91,-8.39,-1.17,Standing
2664,4.94,-8.28,-1.11,Standing
2665,4.92,-8.14,-1.07,Standing
2666,4.97,-8.03,-1.08,Standing
2667,5.11,-8.01,-1.1,Standing
2668,5.24,-8.01,-1.12,Standing
2669,5.31,-8.02,-1.15,Standing
2670,5.34,-8.05,-1.18,Standing
2671,5.25,-8.09,-1.22,Standing
2672,4.85,-8.56,-1.26,Standing
2673,4.92,-8.51,-1.22,Standing
2674,5.04,-8.43,-1.17,Standing
2675,4.94,-8.37,-1.14,Standing
2676,5.14,-8.44,-1.14,Standing
2677,5.15,-8.39,-1.18,Standing
2678,5.14,-8.36,-1.08,Standing
2679,5.09,-8.39,-1.01,Standing
2680,5.01,-8.41,-1.0,Standing
2681,5.04,-8.43,-1.05,Standing
2682,5.04,-8.41,-1.18,Standing
2683,5.19,-8.28,-1.21,Standing
2684,4.83,-8.7,-1.21,Standing
2685,5.15,-8.61,-1.07,Standing
2686,5.22,-8.3,-0.93,Standing
2687,5.21,-8.13,-0.98,Standing
2688,5.29,-8.11,-0.97,Standing
2689,5.36,-8.09,-1.08,Standing
2690,5.37,-8.14,-1.02,Standing
2691,5.31,-8.25,-1.03,Standing
2692,5.27,-8.42,-0.98,Standing
2693,5.24,-8.55,-0.94,Standing
2694,5.18,-8.61,-1.04,Standing
2695,5.11,-8.67,-1.08,Standing
2696,5.01,-8.74,-1.23,Standing
2697,4.91,-8.82,-1.25,Standing
2698,5.11,-8.55,-1.22,Standing
2699,5.02,-8.55,-1.18,Standing
2700,5.14,-8.4,-1.12,Standing
2701,5.06,-8.29,-1.2,Standing
2702,5.19,-8.36,-1.06,Standing
2703,5.09,-8.26,-1.08,Standing
2704,5.22,-8.36,-1.04,Standing
2705,5.21,-8.39,-1.08,Standing
2706,5.16,-8.4,-1.14,Standing
2707,5.08,-8.33,-1.11,Standing
2708,5.05,-8.29,-1.1,Standing
2709,5.05,-8.34,-0.99,Standing
2710,5.08,-8.32,-1.05,Standing
2711,5.14,-8.31,-1.13,Standing
2712,5.21,-8.34,-1.18,Standing
2713,5.15,-8.34,-1.25,Standing
2714,5.1,-8.38,-1.27,Standing
2715,5.07,-8.35,-1.27,Standing
2716,5.08,-8.3,-1.21,Standing
2717,5.12,-8.31,-1.17,Standing
2718,5.17,-8.35,-1.21,Standing
2719,5.16,-8.36,-1.17,Standing
2720,5.11,-8.35,-1.25,Standing
2721,5.07,-8.34,-1.19,Standing
2722,5.1,-8.33,-1.16,Standing
2723,5.15,-8.34,-1.07,Standing
2724,5.17,-8.33,-1.01,Standing
2725,5.11,-8.37,-1.08,Standing
2726,5.06,-8.38,-1.16,Standing
2727,5.02,-8.34,-1.24,Standing
2728,5.05,-8.35,-1.21,Standing
2729,5.12,-8.32,-1.16,Standing
2730,5.17,-8.28,-1.06,Standing
2731,5.19,-8.26,-1.08,Standing
2732,5.21,-8.27,-1.12,Standing
2733,5.17,-8.36,-1.17,Standing
2734,5.12,-8.35,-1.21,Standing
2735,5.1,-8.32,-1.2,Standing
2736,5.11,-8.29,-1.23,Standing
2737,5.14,-8.31,-1.2,Standing
2738,5.14,-8.34,-1.23,Standing
2739,5.13,-8.35,-1.21,Standing
2740,5.15,-8.33,-1.22,Standing
2741,5.19,-8.31,-1.25,Standing
2742,5.22,-8.32,-1.19,Standing
2743,5.2,-8.3,-1.2,Standing
2744,5.17,-8.31,-1.09,Standing
2745,5.13,-8.31,-1.13,Standing
2746,5.15,-8.28,-1.13,Standing
2747,5.18,-8.28,-1.2,Standing
2748,5.23,-8.28,-1.25,Standing
2749,5.19,-8.32,-1.18,Standing
2750,5.13,-8.33,-1.22,Standing
2751,5.11,-8.34,-1.2,Standing
2752,5.11,-8.32,-1.31,Standing
2753,5.14,-8.3,-1.27,Standing
2754,5.15,-8.3,-1.24,Standing
2755,5.16,-8.28,-1.19,Standing
2756,5.19,-8.3,-1.16,Standing
2757,5.23,-8.32,-1.18,Standing
2758,5.19,-8.32,-1.19,Standing
2759,5.16,-8.31,-1.19,Standing
2760,5.13,-8.32,-1.2,Standing
2761,5.11,-8.3,-1.23,Standing
2762,5.12,-8.27,-1.24,Standing
2763,5.18,-8.33,-1.25,Standing
2764,5.18,-8.35,-1.24,Standing
2765,5.13,-8.32,-1.25,Standing
2766,5.13,-8.3,-1.27,Standing
2767,5.16,-8.3,-1.25,Standing
2768,5.19,-8.3,-1.23,Standing
2769,5.21,-8.3,-1.18,Standing
2770,5.19,-8.3,-1.19,Standing
2771,5.17,-8.27,-1.21,Standing
2772,5.17,-8.25,-1.27,Standing
2773,5.18,-8.27,-1.28,Standing
2774,5.21,-8.32,-1.29,Standing
2775,5.19,-8.32,-1.24,Standing
2776,5.16,-8.31,-1.22,Standing
2777,5.17,-8.3,-1.23,Standing
2778,5.17,-8.29,-1.25,Standing
2779,5.17,-8.34,-1.22,Standing
2780,5.15,-8.34,-1.23,Standing
2781,5.12,-8.31,-1.18,Standing
2782,5.11,-8.33,-1.17,Standing
2783,5.11,-8.31,-1.22,Standing
2784,5.17,-8.31,-1.26,Standing
2785,5.19,-8.32,-1.28,Standing
2786,5.16,-8.34,-1.23,Standing
2787,5.1,-8.35,-1.19,Standing
2788,5.11,-8.32,-1.19,Standing
2789,5.16,-8.31,-1.24,Standing
2790,5.16,-8.3,-1.28,Standing
2791,5.15,-8.33,-1.28,Standing
2792,5.11,-8.31,-1.23,Standing
2793,5.13,-8.31,-1.17,Standing
2794,5.13,-8.31,-1.17,Standing
2795,5.17,-8.31,-1.19,Standing
2796,5.18,-8.3,-1.24,Standing
2797,5.18,-8.3,-1.26,Standing
2798,5.14,-8.33,-1.25,Standing
2799,5.08,-8.36,-1.23,Standing
2800,5.11,-8.29,-1.22,Standing
2801,5.18,-8.32,-1.18,Standing
2802,5.18,-8.32,-1.21,Standing
2803,5.14,-8.35,-1.23,Standing
2804,5.09,-8.35,-1.26,Standing
2805,5.07,-8.32,-1.29,Standing
2806,5.14,-8.34,-1.26,Standing
2807,5.17,-8.32,-1.2,Standing
2808,5.16,-8.31,-1.17,Standing
2809,5.15,-8.34,-1.18,Standing
2810,5.13,-8.34,-1.28,Standing
2811,5.12,-8.34,-1.34,Standing
2812,5.09,-8.31,-1.31,Standing
2813,5.12,-8.3,-1.24,Standing
2814,5.2,-8.29,-1.15,Standing
2815,5.22,-8.28,-1.15,Standing
2816,5.2,-8.31,-1.2,Standing
2817,5.16,-8.35,-1.27,Standing
2818,5.13,-8.35,-1.29,Standing
2819,5.06,-8.35,-1.27,Standing
2820,5.04,-8.36,-1.21,Standing
2821,5.05,-8.35,-1.23,Standing
2822,5.12,-8.33,-1.28,Standing
2823,5.18,-8.36,-1.3,Standing
2824,5.13,-8.39,-1.29,Standing
2825,5.11,-8.35,-1.25,Standing
2826,5.12,-8.31,-1.27,Standing
2827,5.16,-8.3,-1.28,Standing
2828,5.16,-8.3,-1.25,Standing
2829,5.15,-8.34,-1.16,Standing
2830,5.12,-8.32,-1.17,Standing
2831,5.13,-8.33,-1.22,Standing
2832,5.1,-8.34,-1.26,Standing
2833,5.09,-8.31,-1.3,Standing
2834,5.11,-8.34,-1.3,Standing
2835,5.11,-8.35,-1.25,Standing
2836,5.13,-8.33,-1.23,Standing
2837,5.14,-8.29,-1.22,Standing
2838,5.16,-8.32,-1.23,Standing
2839,5.16,-8.33,-1.26,Standing
2840,5.1,-8.41,-1.23,Standing
2841,5.06,-8.35,-1.23,Standing
2842,5.1,-8.26,-1.26,Standing
2843,5.17,-8.29,-1.28,Standing
2844,5.16,-8.33,-1.26,Standing
2845,5.06,-8.37,-1.19,Standing
2846,5.06,-8.36,-1.21,Standing
2847,5.14,-8.33,-1.29,Standing
2848,5.18,-8.29,-1.3,Standing
2849,5.19,-8.32,-1.26,Standing
2850,5.13,-8.35,-1.19,Standing
2851,5.08,-8.34,-1.19,Standing
2852,5.07,-8.33,-1.22,Standing
2853,5.11,-8.36,-1.23,Standing
2854,5.14,-8.35,-1.24,Standing
2855,5.12,-8.35,-1.21,Standing
2856,5.11,-8.32,-1.22,Standing
2857,5.1,-8.33,-1.26,Standing
2858,5.12,-8.31,-1.27,Standing
2859,5.15,-8.3,-1.24,Standing
2860,5.18,-8.32,-1.18,Standing
2861,5.17,-8.33,-1.2,Standing
2862,5.1,-8.35,-1.22,Standing
2863,5.13,-8.34,-1.3,Standing
2864,5.1,-8.33,-1.32,Standing
2865,5.11,-8.34,-1.27,Standing
2866,5.12,-8.36,-1.21,Standing
2867,5.13,-8.36,-1.18,Standing
2868,5.12,-8.36,-1.17,Standing
2869,5.06,-8.36,-1.2,Standing
2870,5.06,-8.38,-1.23,Standing
2871,5.09,-8.34,-1.23,Standing
2872,5.1,-8.31,-1.23,Standing
2873,5.13,-8.35,-1.23,Standing
2874,5.13,-8.37,-1.22,Standing
2875,5.1,-8.34,-1.22,Standing
2876,5.1,-8.35,-1.21,Standing
2877,5.08,-8.33,-1.21,Standing
2878,5.1,-8.3,-1.21,Standing
2879,5.11,-8.35,-1.2,Standing
2880,5.1,-8.38,-1.21,Standing
2881,5.08,-8.37,-1.22,Standing
2882,5.03,-8.35,-1.2,Standing
2883,5.05,-8.35,-1.22,Standing
2884,5.08,-8.36,-1.2,Standing
2885,5.07,-8.39,-1.19,Standing
2886,5.08,-8.37,-1.22,Standing
2887,5.07,-8.36,-1.22,Standing
2888,5.08,-8.35,-1.2,Standing
2889,5.06,-8.34,-1.15,Standing
2890,5.06,-8.35,-1.15,Standing
2891,5.09,-8.4,-1.15,Standing
2892,5.09,-8.38,-1.17,Standing
2893,5.1,-8.34,-1.25,Standing
2894,5.07,-8.34,-1.32,Standing
2895,5.06,-8.35,-1.29,Standing
2896,5.07,-8.35,-1.22,Standing
2897,5.09,-8.36,-1.19,Standing
2898,5.07,-8.39,-1.08,Standing
2899,5.01,-8.4,-1.18,Standing
2900,4.99,-8.4,-1.24,Standing
2901,4.99,-8.42,-1.22,Standing
2902,5.03,-8.41,-1.14,Standing
2903,5.06,-8.39,-1.09,Standing
2904,5.06,-8.38,-1.1,Standing
2905,5.04,-8.38,-1.14,Standing
2906,5.06,-8.37,-1.17,Standing
2907,5.09,-8.36,-1.13,Standing
2908,5.11,-8.37,-1.08,Standing
2909,5.09,-8.39,-1.07,Standing
2910,5.04,-8.39,-1.12,Standing
2911,5.02,-8.38,-1.17,Standing
2912,5.05,-8.4,-1.2,Standing
2913,5.08,-8.4,-1.15,Standing
2914,5.08,-8.39,-1.08,Standing
2915,5.07,-8.34,-1.06,Standing
2916,5.03,-8.4,-1.09,Standing
2917,5.03,-8.42,-1.18,Standing
2918,5.09,-8.36,-1.2,Standing
2919,5.13,-8.31,-1.15,Standing
2920,5.14,-8.37,-1.06,Standing
2921,5.1,-8.41,-1.0,Standing
2922,5.03,-8.37,-1.04,Standing
2923,5.05,-8.37,-1.1,Standing
2924,5.1,-8.36,-1.18,Standing
2925,5.1,-8.37,-1.22,Standing
2926,5.04,-8.39,-1.19,Standing
2927,5.02,-8.4,-1.15,Standing
2928,5.08,-8.38,-1.13,Standing
2929,5.11,-8.35,-1.11,Standing
2930,5.1,-8.35,-1.08,Standing
2931,5.07,-8.37,-1.07,Standing
2932,5.04,-8.36,-1.09,Standing
2933,5.08,-8.34,-1.14,Standing
2934,5.14,-8.34,-1.13,Standing
2935,5.14,-8.4,-1.09,Standing
2936,5.06,-8.43,-1.05,Standing
2937,4.99,-8.43,-1.1,Standing
2938,4.98,-8.41,-1.17,Standing
2939,5.0,-8.4,-1.22,Standing
2940,5.03,-8.4,-1.18,Standing
2941,5.05,-8.38,-1.11,Standing
2942,5.07,-8.37,-1.06,Standing
2943,5.1,-8.37,-1.05,Standing
2944,5.12,-8.37,-1.05,Standing
2945,5.12,-8.37,-1.06,Standing
2946,5.08,-8.36,-1.08,Standing
2947,5.05,-8.36,-1.13,Standing
2948,5.06,-8.39,-1.15,Standing
2949,5.09,-8.4,-1.14,Standing
2950,5.1,-8.41,-1.11,Standing
2951,5.06,-8.39,-1.1,Standing
2952,5.04,-8.36,-1.12,Standing
2953,5.04,-8.36,-1.14,Standing
2954,5.07,-8.36,-1.14,Standing
2955,5.11,-8.35,-1.1,Standing
2956,5.12,-8.36,-1.07,Standing
2957,5.11,-8.38,-1.06,Standing
2958,5.08,-8.37,-1.09,Standing
2959,5.06,-8.37,-1.14,Standing
2960,5.09,-8.37,-1.14,Standing
2961,5.1,-8.36,-1.09,Standing
2962,5.08,-8.43,-1.04,Standing
2963,5.02,-8.4,-1.07,Standing
2964,5.03,-8.34,-1.12,Standing
2965,5.1,-8.38,-1.14,Standing
2966,5.13,-8.42,-1.1,Standing
2967,5.09,-8.41,-1.03,Standing
2968,5.03,-8.38,-1.02,Standing
2969,5.04,-8.35,-1.06,Standing
2970,5.05,-8.32,-1.13,Standing
2971,5.1,-8.34,-1.17,Standing
2972,5.15,-8.38,-1.17,Standing
2973,5.15,-8.38,-1.13,Standing
2974,5.1,-8.38,-1.09,Standing
2975,5.09,-8.36,-1.08,Standing
2976,5.09,-8.33,-1.09,Standing
2977,5.09,-8.33,-1.09,Standing
2978,5.1,-8.35,-1.13,Standing
2979,5.11,-8.36,-1.17,Standing
2980,5.11,-8.37,-1.17,Standing
2981,5.07,-8.37,-1.11,Standing
2982,5.07,-8.37,-1.07,Standing
2983,5.08,-8.38,-1.09,Standing
2984,5.08,-8.35,-1.12,Standing
2985,5.07,-8.36,-1.16,Standing
2986,5.07,-8.37,-1.19,Standing
2987,5.07,-8.37,-1.2,Standing
2988,5.06,-8.37,-1.16,Standing
2989,5.1,-8.36,-1.14,Standing
2990,5.13,-8.35,-1.15,Standing
2991,5.1,-8.34,-1.17,Standing
2992,5.14,-8.33,-1.19,Standing
2993,5.14,-8.31,-1.17,Standing
2994,5.13,-8.33,-1.1,Standing
2995,5.13,-8.34,-1.07,Standing
2996,5.12,-8.34,-1.09,Standing
2997,5.1,-8.36,-1.12,Standing
2998,5.07,-8.37,-1.14,Standing
2999,5.08,-8.37,-1.16,Standing
3000,5.09,-8.35,-1.13,Standing
3001,5.1,-8.34,-1.09,Standing
3002,5.11,-8.33,-1.07,Standing
3003,5.11,-8.34,-1.09,Standing
3004,5.13,-8.37,-1.13,Standing
3005,5.15,-8.4,-1.14,Standing
3006,5.11,-8.37,-1.13,Standing
3007,5.07,-8.35,-1.09,Standing
3008,5.06,-8.34,-1.05,Standing
3009,5.07,-8.34,-1.05,Standing
3010,5.13,-8.34,-1.08,Standing
3011,5.18,-8.36,-1.11,Standing
3012,5.12,-8.39,-1.12,Standing
3013,5.1,-8.38,-1.15,Standing
3014,5.08,-8.36,-1.13,Standing
3015,5.07,-8.34,-1.1,Standing
3016,5.1,-8.35,-1.07,Standing
3017,5.1,-8.36,-1.05,Standing
3018,5.12,-8.35,-1.09,Standing
3019,5.13,-8.36,-1.14,Standing
3020,5.11,-8.36,-1.15,Standing
3021,5.1,-8.34,-1.11,Standing
3022,5.13,-8.33,-1.08,Standing
3023,5.12,-8.35,-1.07,Standing
3024,5.14,-8.33,-1.09,Standing
3025,5.14,-8.33,-1.15,Standing
3026,5.15,-8.34,-1.16,Standing
3027,5.13,-8.33,-1.11,Standing
3028,5.14,-8.34,-1.09,Standing
3029,5.16,-8.37,-1.09,Standing
3030,5.14,-8.36,-1.1,Standing
3031,5.16,-8.31,-1.13,Standing
3032,5.17,-8.28,-1.15,Standing
3033,5.16,-8.28,-1.11,Standing
3034,5.16,-8.33,-1.05,Standing
3035,5.18,-8.33,-1.03,Standing
3036,5.18,-8.26,-1.08,Standing
3037,5.21,-8.24,-1.16,Standing
3038,5.23,-8.29,-1.19,Standing
3039,5.19,-8.34,-1.15,Standing
3040,5.15,-8.35,-1.13,Standing
3041,5.14,-8.32,-1.15,Standing
3042,5.11,-8.32,-1.18,Standing
3043,5.07,-8.32,-1.17,Standing
3044,5.1,-8.33,-1.18,Standing
3045,5.16,-8.36,-1.17,Standing
3046,5.16,-8.31,-1.15,Standing
3047,5.13,-8.3,-1.16,Standing
3048,5.16,-8.31,-1.19,Standing
3049,5.19,-8.3,-1.21,Standing
3050,5.22,-8.29,-1.2,Standing
3051,5.22,-8.3,-1.2,Standing
3052,5.19,-8.34,-1.19,Standing
3053,5.14,-8.39,-1.17,Standing
3054,5.07,-8.36,-1.19,Standing
3055,5.06,-8.31,-1.24,Standing
3056,5.1,-8.31,-1.26,Standing
3057,5.12,-8.3,-1.27,Standing
3058,5.15,-8.29,-1.29,Standing
3059,5.23,-8.29,-1.28,Standing
3060,5.27,-8.27,-1.24,Standing
3061,5.26,-8.21,-1.19,Standing
3062,5.28,-8.21,-1.2,Standing
3063,5.29,-8.23,-1.23,Standing
3064,5.26,-8.25,-1.26,Standing
3065,5.19,-8.28,-1.27,Standing
3066,5.15,-8.32,-1.24,Standing
3067,5.1,-8.35,-1.21,Standing
3068,5.07,-8.32,-1.24,Standing
3069,5.11,-8.31,-1.29,Standing
3070,5.14,-8.34,-1.3,Standing
3071,5.13,-8.33,-1.25,Standing
3072,5.13,-8.31,-1.21,Standing
3073,5.17,-8.28,-1.23,Standing
3074,5.2,-8.29,-1.3,Standing
3075,5.21,-8.3,-1.37,Standing
3076,5.21,-8.28,-1.37,Standing
3077,5.19,-8.26,-1.29,Standing
3078,5.2,-8.24,-1.22,Standing
3079,5.24,-8.24,-1.19,Standing
3080,5.26,-8.27,-1.18,Standing
3081,5.21,-8.3,-1.19,Standing
3082,5.15,-8.3,-1.24,Standing
3083,5.12,-8.3,-1.29,Standing
3084,5.1,-8.3,-1.3,Standing
3085,5.13,-8.31,-1.32,Standing
3086,5.16,-8.32,-1.29,Standing
3087,5.16,-8.29,-1.25,Standing
3088,5.18,-8.26,-1.23,Standing
3089,5.21,-8.25,-1.23,Standing
3090,5.25,-8.27,-1.23,Standing
3091,5.26,-8.27,-1.27,Standing
3092,5.24,-8.26,-1.29,Standing
3093,5.2,-8.28,-1.27,Standing
3094,5.16,-8.32,-1.26,Standing
3095,5.13,-8.32,-1.25,Standing
3096,5.11,-8.28,-1.29,Standing
3097,5.15,-8.27,-1.32,Standing
3098,5.21,-8.27,-1.29,Standing
3099,5.25,-8.27,-1.22,Standing
3100,5.26,-8.28,-1.17,Standing
3101,5.19,-8.27,-1.15,Standing
3102,5.15,-8.28,-1.2,Standing
3103,5.18,-8.3,-1.27,Standing
3104,5.19,-8.29,-1.29,Standing
3105,5.17,-8.31,-1.29,Standing
3106,5.15,-8.34,-1.29,Standing
3107,5.13,-8.33,-1.27,Standing
3108,5.15,-8.31,-1.25,Standing
3109,5.19,-8.3,-1.21,Standing
3110,5.2,-8.29,-1.17,Standing
3111,5.2,-8.28,-1.15,Standing
3112,5.2,-8.29,-1.16,Standing
3113,5.17,-8.28,-1.23,Standing
3114,5.17,-8.31,-1.3,Standing
3115,5.16,-8.33,-1.3,Standing
3116,5.17,-8.31,-1.27,Standing
3117,5.17,-8.28,-1.2,Standing
3118,5.18,-8.3,-1.17,Standing
3119,5.19,-8.3,-1.18,Standing
3120,5.19,-8.28,-1.25,Standing
3121,5.19,-8.28,-1.33,Standing
3122,5.18,-8.31,-1.3,Standing
3123,5.17,-8.32,-1.21,Standing
3124,5.15,-8.29,-1.13,Standing
3125,5.16,-8.26,-1.12,Standing
3126,5.19,-8.33,-1.16,Standing
3127,5.18,-8.39,-1.19,Standing
3128,5.1,-8.4,-1.21,Standing
3129,5.0,-8.39,-1.23,Standing
3130,4.96,-8.33,-1.29,Standing
3131,5.05,-8.26,-1.38,Standing
3132,5.24,-8.27,-1.38,Standing
3133,5.32,-8.29,-1.27,Standing
3134,5.14,-8.25,-1.23,Standing
3135,5.07,-8.41,-1.19,Standing
3136,5.0,-8.49,-1.18,Standing
3137,4.96,-8.34,-1.2,Standing
3138,5.04,-8.3,-1.27,Standing
3139,5.13,-8.37,-1.32,Standing
3140,5.12,-8.36,-1.36,Standing
3141,5.1,-8.29,-1.34,Standing
3142,5.16,-8.31,-1.23,Standing
3143,5.21,-8.32,-1.19,Standing
3144,5.19,-8.36,-1.17,Standing
3145,5.15,-8.36,-1.25,Standing
3146,5.1,-8.3,-1.36,Standing
3147,5.09,-8.28,-1.38,Standing
3148,5.09,-8.35,-1.3,Standing
3149,5.07,-8.37,-1.25,Standing
3150,5.08,-8.38,-1.18,Standing
3151,5.09,-8.35,-1.19,Standing
3152,5.13,-8.27,-1.26,Standing
3153,5.19,-8.27,-1.32,Standing
3154,5.21,-8.29,-1.28,Standing
3155,5.16,-8.37,-1.22,Standing
3156,5.06,-8.37,-1.21,Standing
3157,5.05,-8.36,-1.26,Standing
3158,5.1,-8.35,-1.3,Standing
3159,5.09,-8.35,-1.31,Standing
3160,5.04,-8.36,-1.26,Standing
3161,5.04,-8.37,-1.24,Standing
3162,5.07,-8.38,-1.23,Standing
3163,5.12,-8.37,-1.22,Standing
3164,5.1,-8.33,-1.2,Standing
3165,5.1,-8.33,-1.22,Standing
3166,5.07,-8.32,-1.23,Standing
3167,5.08,-8.34,-1.28,Standing
3168,5.15,-8.36,-1.29,Standing
3169,5.14,-8.38,-1.24,Standing
3170,5.1,-8.37,-1.23,Standing
3171,5.08,-8.37,-1.21,Standing
