,X,Y,Z,Activity
2708,3.14,-9.3,-0.87,Standing
2709,3.15,-9.27,-0.87,Standing
2710,3.17,-9.25,-0.87,Standing
2711,3.19,-9.27,-0.86,Standing
2712,3.2,-9.3,-0.85,Standing
2713,3.2,-9.34,-0.86,Standing
2714,3.16,-9.31,-0.87,Standing
2715,3.12,-9.27,-0.88,Standing
2716,3.09,-9.27,-0.85,Standing
2717,3.15,-9.29,-0.87,Standing
2718,3.15,-9.29,-0.87,Standing
2719,3.17,-9.3,-0.87,Standing
2720,3.15,-9.32,-0.87,Standing
2721,3.13,-9.33,-0.87,Standing
2722,3.15,-9.28,-0.88,Standing
2723,3.17,-9.23,-0.92,Standing
2724,3.23,-9.24,-0.92,Standing
2725,3.25,-9.27,-0.92,Standing
2726,3.21,-9.3,-0.85,Standing
2727,3.13,-9.3,-0.85,Standing
2728,3.05,-9.28,-0.87,Standing
2729,3.06,-9.28,-0.93,Standing
2730,3.13,-9.31,-0.89,Standing
2731,3.13,-9.28,-0.82,Standing
2732,3.12,-9.26,-0.84,Standing
2733,3.17,-9.3,-0.88,Standing
2734,3.28,-9.28,-0.98,Standing
2735,3.31,-9.27,-1.0,Standing
2736,3.28,-9.26,-0.91,Standing
2737,3.19,-9.28,-0.82,Standing
2738,3.15,-9.29,-0.83,Standing
2739,3.18,-9.31,-0.83,Standing
2740,3.16,-9.27,-0.83,Standing
2741,3.12,-9.27,-0.83,Standing
2742,3.14,-9.27,-0.83,Standing
2743,3.15,-9.32,-0.84,Standing
2744,3.15,-9.33,-0.84,Standing
2745,3.1,-9.32,-0.83,Standing
2746,3.07,-9.31,-0.85,Standing
2747,3.08,-9.3,-0.89,Standing
2748,3.12,-9.35,-0.91,Standing
2749,3.11,-9.32,-0.86,Standing
2750,3.12,-9.27,-0.83,Standing
2751,3.14,-9.26,-0.78,Standing
2752,3.16,-9.28,-0.81,Standing
2753,3.21,-9.29,-0.87,Standing
2754,3.25,-9.3,-0.9,Standing
2755,3.2,-9.28,-0.89,Standing
2756,3.13,-9.31,-0.86,Standing
2757,3.1,-9.34,-0.85,Standing
2758,3.1,-9.33,-0.9,Standing
2759,3.1,-9.26,-0.9,Standing
2760,3.14,-9.3,-0.87,Standing
2761,3.17,-9.34,-0.84,Standing
2762,3.17,-9.3,-0.82,Standing
2763,3.14,-9.26,-0.83,Standing
2764,3.14,-9.26,-0.8,Standing
2765,3.19,-9.27,-0.8,Standing
2766,3.22,-9.29,-0.81,Standing
2767,3.19,-9.32,-0.87,Standing
2768,3.11,-9.34,-0.91,Standing
2769,3.07,-9.31,-0.93,Standing
2770,3.08,-9.27,-0.88,Standing
2771,3.11,-9.3,-0.81,Standing
2772,3.17,-9.34,-0.78,Standing
2773,3.2,-9.35,-0.79,Standing
2774,3.15,-9.29,-0.8,Standing
2775,3.11,-9.22,-0.86,Standing
2776,3.14,-9.24,-0.93,Standing
2777,3.19,-9.28,-0.92,Standing
2778,3.14,-9.27,-0.9,Standing
2779,3.04,-9.3,-0.85,Standing
2780,3.0,-9.33,-0.88,Standing
2781,3.08,-9.33,-0.93,Standing
2782,3.14,-9.32,-1.0,Standing
2783,3.14,-9.3,-0.99,Standing
2784,3.11,-9.35,-0.89,Standing
2785,3.07,-9.33,-0.78,Standing
2786,3.08,-9.29,-0.77,Standing
2787,3.09,-9.28,-0.83,Standing
2788,3.09,-9.28,-0.89,Standing
2789,3.11,-9.29,-0.92,Standing
2790,3.19,-9.33,-0.91,Standing
2791,3.22,-9.35,-0.89,Standing
2792,3.15,-9.34,-0.86,Standing
2793,3.04,-9.32,-0.85,Standing
2794,3.03,-9.3,-0.89,Standing
2795,3.07,-9.32,-0.93,Standing
2796,3.13,-9.3,-0.89,Standing
2797,3.11,-9.27,-0.83,Standing
2798,3.1,-9.27,-0.79,Standing
2799,3.14,-9.29,-0.84,Standing
2800,3.2,-9.29,-0.9,Standing
2801,3.23,-9.3,-0.89,Standing
2802,3.23,-9.29,-0.89,Standing
2803,3.19,-9.26,-0.89,Standing
2804,3.18,-9.25,-0.89,Standing
2805,3.14,-9.27,-0.88,Standing
2806,3.12,-9.33,-0.84,Standing
2807,3.11,-9.33,-0.82,Standing
2808,3.08,-9.3,-0.85,Standing
2809,3.07,-9.3,-0.85,Standing
2810,3.08,-9.32,-0.86,Standing
2811,3.1,-9.31,-0.88,Standing
2812,3.07,-9.32,-0.86,Standing
2813,3.08,-9.27,-0.84,Standing
2814,3.14,-9.29,-0.84,Standing
2815,3.18,-9.3,-0.87,Standing
2816,3.21,-9.3,-0.89,Standing
2817,3.14,-9.29,-0.9,Standing
2818,3.13,-9.27,-0.89,Standing
2819,3.17,-9.29,-0.88,Standing
2820,3.2,-9.32,-0.87,Standing
2821,3.18,-9.3,-0.87,Standing
2822,3.09,-9.3,-0.85,Standing
2823,3.05,-9.3,-0.87,Standing
2824,3.04,-9.29,-0.88,Standing
2825,3.09,-9.33,-0.87,Standing
2826,3.1,-9.32,-0.83,Standing
2827,3.08,-9.32,-0.84,Standing
2828,3.12,-9.3,-0.91,Standing
2829,3.13,-9.29,-0.97,Standing
2830,3.18,-9.3,-0.94,Standing
2831,3.21,-9.26,-0.87,Standing
2832,3.19,-9.25,-0.85,Standing
2833,3.21,-9.27,-0.84,Standing
2834,3.21,-9.27,-0.85,Standing
2835,3.18,-9.27,-0.84,Standing
2836,3.15,-9.29,-0.86,Standing
2837,3.13,-9.3,-0.84,Standing
2838,3.09,-9.31,-0.84,Standing
2839,3.07,-9.29,-0.87,Standing
2840,3.06,-9.28,-0.93,Standing
2841,3.11,-9.33,-0.93,Standing
2842,3.15,-9.35,-0.89,Standing
2843,3.16,-9.33,-0.86,Standing
2844,3.14,-9.29,-0.85,Standing
2845,3.13,-9.3,-0.88,Standing
2846,3.13,-9.31,-0.88,Standing
2847,3.13,-9.3,-0.84,Standing
2848,3.09,-9.29,-0.82,Standing
2849,3.09,-9.28,-0.8,Standing
2850,3.1,-9.27,-0.84,Standing
2851,3.08,-9.32,-0.87,Standing
2852,3.11,-9.31,-0.93,Standing
2853,3.17,-9.31,-0.96,Standing
2854,3.2,-9.3,-0.94,Standing
2855,3.21,-9.28,-0.91,Standing
2856,3.19,-9.3,-0.88,Standing
2857,3.18,-9.27,-0.86,Standing
2858,3.19,-9.25,-0.86,Standing
2859,3.18,-9.24,-0.9,Standing
2860,3.21,-9.27,-0.89,Standing
2861,3.23,-9.3,-0.87,Standing
2862,3.25,-9.29,-0.87,Standing
2863,3.19,-9.28,-0.91,Standing
2864,3.16,-9.3,-0.92,Standing
2865,3.17,-9.27,-0.9,Standing
2866,3.16,-9.27,-0.9,Standing
2867,3.16,-9.28,-0.91,Standing
2868,3.17,-9.28,-0.9,Standing
2869,3.19,-9.28,-0.9,Standing
2870,3.17,-9.26,-0.9,Standing
2871,3.16,-9.27,-0.89,Standing
2872,3.19,-9.29,-0.89,Standing
2873,3.2,-9.26,-0.88,Standing
2874,3.2,-9.27,-0.88,Standing
2875,3.18,-9.3,-0.88,Standing
2876,3.17,-9.3,-0.89,Standing
2877,3.17,-9.3,-0.9,Standing
2878,3.15,-9.28,-0.93,Standing
2879,3.14,-9.27,-0.92,Standing
2880,3.16,-9.28,-0.93,Standing
2881,3.18,-9.28,-0.91,Standing
2882,3.21,-9.3,-0.9,Standing
2883,3.16,-9.29,-0.93,Standing
2884,3.17,-9.3,-0.96,Standing
2885,3.17,-9.26,-0.99,Standing
2886,3.21,-9.26,-0.96,Standing
2887,3.22,-9.29,-0.93,Standing
2888,3.16,-9.28,-0.89,Standing
2889,3.14,-9.27,-0.87,Standing
2890,3.13,-9.28,-0.91,Standing
2891,3.16,-9.3,-0.96,Standing
2892,3.17,-9.3,-1.0,Standing
2893,3.15,-9.29,-0.96,Standing
2894,3.13,-9.29,-0.95,Standing
2895,3.14,-9.27,-0.95,Standing
2896,3.21,-9.28,-0.94,Standing
2897,3.23,-9.27,-0.93,Standing
2898,3.21,-9.28,-0.91,Standing
2899,3.17,-9.31,-0.94,Standing
2900,3.17,-9.29,-0.95,Standing
2901,3.16,-9.25,-0.97,Standing
2902,3.17,-9.26,-0.92,Standing
2903,3.17,-9.28,-0.9,Standing
2904,3.17,-9.28,-0.91,Standing
2905,3.16,-9.27,-0.96,Standing
2906,3.17,-9.27,-0.96,Standing
2907,3.19,-9.28,-0.92,Standing
2908,3.19,-9.3,-0.91,Standing
2909,3.21,-9.27,-0.92,Standing
2910,3.19,-9.29,-0.93,Standing
2911,3.16,-9.29,-0.95,Standing
2912,3.16,-9.28,-0.96,Standing
2913,3.15,-9.27,-0.96,Standing
2914,3.16,-9.28,-0.93,Standing
2915,3.2,-9.26,-0.94,Standing
2916,3.27,-9.27,-0.99,Standing
2917,3.26,-9.27,-0.97,Standing
2918,3.23,-9.23,-0.93,Standing
2919,3.18,-9.24,-0.96,Standing
2920,3.15,-9.31,-0.92,Standing
2921,3.17,-9.31,-0.92,Standing
2922,3.18,-9.27,-0.93,Standing
2923,3.16,-9.23,-0.97,Standing
2924,3.14,-9.25,-0.98,Standing
2925,3.17,-9.32,-0.97,Standing
2926,3.23,-9.33,-0.92,Standing
2927,3.25,-9.27,-0.91,Standing
2928,3.25,-9.24,-0.93,Standing
2929,3.22,-9.22,-1.03,Standing
2930,3.29,-9.27,-0.99,Standing
2931,3.28,-9.26,-0.91,Standing
2932,3.26,-9.22,-0.89,Standing
2933,3.27,-9.24,-0.96,Standing
2934,3.25,-9.26,-1.01,Standing
2935,3.23,-9.27,-0.98,Standing
2936,3.2,-9.3,-0.91,Standing
2937,3.14,-9.29,-0.87,Standing
2938,3.11,-9.29,-0.85,Standing
2939,3.09,-9.28,-0.88,Standing
2940,3.12,-9.26,-0.89,Standing
2941,3.19,-9.25,-0.91,Standing
2942,3.24,-9.25,-0.91,Standing
2943,3.27,-9.26,-0.91,Standing
2944,3.27,-9.28,-0.91,Standing
2945,3.26,-9.29,-0.92,Standing
2946,3.23,-9.28,-0.94,Standing
2947,3.2,-9.25,-0.97,Standing
2948,3.2,-9.23,-0.98,Standing
2949,3.21,-9.24,-0.99,Standing
2950,3.24,-9.27,-0.97,Standing
2951,3.25,-9.27,-0.96,Standing
2952,3.24,-9.26,-0.93,Standing
2953,3.21,-9.25,-0.89,Standing
2954,3.22,-9.25,-0.89,Standing
2955,3.24,-9.28,-0.88,Standing
2956,3.25,-9.28,-0.88,Standing
2957,3.21,-9.25,-0.91,Standing
2958,3.19,-9.23,-0.96,Standing
2959,3.2,-9.26,-0.99,Standing
2960,3.24,-9.28,-1.0,Standing
2961,3.26,-9.27,-1.0,Standing
2962,3.27,-9.25,-0.99,Standing
2963,3.24,-9.24,-0.98,Standing
2964,3.25,-9.22,-0.99,Standing
2965,3.28,-9.21,-0.99,Standing
2966,3.32,-9.22,-0.96,Standing
2967,3.33,-9.23,-0.93,Standing
2968,3.3,-9.25,-0.91,Standing
2969,3.25,-9.27,-0.91,Standing
2970,3.21,-9.25,-0.94,Standing
2971,3.21,-9.24,-0.99,Standing
2972,3.2,-9.25,-1.0,Standing
2973,3.21,-9.27,-0.98,Standing
2974,3.21,-9.27,-0.95,Standing
2975,3.22,-9.26,-0.95,Standing
2976,3.25,-9.25,-0.98,Standing
2977,3.25,-9.23,-0.98,Standing
2978,3.26,-9.23,-0.97,Standing
2979,3.27,-9.25,-0.96,Standing
2980,3.31,-9.25,-0.97,Standing
2981,3.31,-9.23,-0.96,Standing
2982,3.3,-9.23,-0.97,Standing
2983,3.26,-9.25,-1.02,Standing
2984,3.26,-9.23,-1.05,Standing
2985,3.27,-9.24,-1.04,Standing
2986,3.27,-9.24,-1.0,Standing
2987,3.27,-9.23,-0.93,Standing
2988,3.27,-9.23,-0.89,Standing
2989,3.25,-9.22,-0.92,Standing
2990,3.24,-9.22,-0.98,Standing
2991,3.26,-9.25,-1.0,Standing
2992,3.25,-9.26,-0.99,Standing
2993,3.22,-9.24,-1.0,Standing
2994,3.21,-9.23,-1.03,Standing
2995,3.25,-9.22,-1.05,Standing
2996,3.29,-9.25,-1.02,Standing
2997,3.3,-9.25,-0.99,Standing
2998,3.27,-9.23,-0.97,Standing
2999,3.25,-9.21,-0.96,Standing
3000,3.25,-9.21,-0.98,Standing
3001,3.28,-9.25,-1.0,Standing
3002,3.29,-9.26,-1.01,Standing
3003,3.28,-9.26,-1.01,Standing
3004,3.23,-9.25,-1.0,Standing
3005,3.21,-9.26,-0.99,Standing
3006,3.19,-9.26,-0.99,Standing
3007,3.22,-9.26,-1.01,Standing
3008,3.24,-9.26,-1.02,Standing
3009,3.23,-9.25,-1.02,Standing
3010,3.23,-9.24,-0.99,Standing
3011,3.21,-9.25,-0.99,Standing
3012,3.21,-9.24,-0.99,Standing
3013,3.26,-9.25,-1.02,Standing
3014,3.29,-9.26,-1.02,Standing
3015,3.28,-9.27,-1.02,Standing
3016,3.24,-9.27,-1.02,Standing
3017,3.22,-9.25,-1.04,Standing
3018,3.21,-9.26,-1.02,Standing
3019,3.18,-9.25,-0.95,Standing
3020,3.16,-9.25,-0.94,Standing
3021,3.18,-9.25,-0.99,Standing
3022,3.24,-9.24,-1.05,Standing
3023,3.27,-9.25,-1.07,Standing
3024,3.26,-9.26,-1.01,Standing
3025,3.23,-9.28,-0.94,Standing
3026,3.2,-9.26,-0.93,Standing
3027,3.19,-9.25,-0.96,Standing
3028,3.18,-9.24,-1.01,Standing
3029,3.21,-9.26,-1.03,Standing
3030,3.19,-9.25,-1.03,Standing
3031,3.2,-9.27,-1.0,Standing
3032,3.22,-9.29,-1.01,Standing
3033,3.23,-9.29,-1.0,Standing
3034,3.23,-9.26,-0.98,Standing
3035,3.18,-9.24,-0.98,Standing
3036,3.17,-9.24,-0.99,Standing
3037,3.2,-9.24,-1.0,Standing
3038,3.26,-9.25,-1.0,Standing
3039,3.27,-9.25,-0.99,Standing
3040,3.24,-9.27,-0.99,Standing
3041,3.22,-9.28,-1.01,Standing
3042,3.21,-9.25,-1.04,Standing
3043,3.22,-9.23,-1.02,Standing
3044,3.21,-9.24,-1.0,Standing
3045,3.21,-9.25,-0.99,Standing
3046,3.21,-9.26,-1.0,Standing
3047,3.2,-9.26,-1.0,Standing
3048,3.21,-9.26,-1.0,Standing
3049,3.23,-9.26,-0.99,Standing
3050,3.22,-9.26,-1.0,Standing
3051,3.2,-9.28,-1.0,Standing
3052,3.18,-9.27,-1.0,Standing
3053,3.18,-9.25,-1.01,Standing
3054,3.17,-9.24,-0.99,Standing
3055,3.18,-9.25,-0.97,Standing
3056,3.19,-9.27,-0.98,Standing
3057,3.21,-9.26,-1.04,Standing
3058,3.22,-9.27,-1.09,Standing
3059,3.21,-9.26,-1.1,Standing
3060,3.18,-9.27,-1.05,Standing
3061,3.18,-9.25,-1.0,Standing
3062,3.21,-9.23,-1.0,Standing
3063,3.23,-9.24,-1.01,Standing
3064,3.23,-9.27,-1.02,Standing
3065,3.19,-9.24,-1.05,Standing
3066,3.2,-9.23,-1.06,Standing
3067,3.24,-9.25,-1.04,Standing
3068,3.26,-9.28,-1.01,Standing
3069,3.21,-9.28,-1.0,Standing
3070,3.17,-9.25,-1.02,Standing
3071,3.18,-9.22,-1.03,Standing
3072,3.2,-9.23,-1.04,Standing
3073,3.22,-9.24,-1.05,Standing
3074,3.25,-9.25,-1.05,Standing
3075,3.25,-9.26,-1.04,Standing
3076,3.23,-9.26,-1.06,Standing
3077,3.21,-9.28,-1.05,Standing
3078,3.21,-9.27,-1.06,Standing
3079,3.21,-9.24,-1.02,Standing
3080,3.21,-9.22,-1.03,Standing
3081,3.2,-9.23,-1.02,Standing
3082,3.2,-9.26,-0.98,Standing
3083,3.2,-9.26,-0.97,Standing
3084,3.2,-9.26,-1.0,Standing
3085,3.21,-9.25,-1.05,Standing
3086,3.19,-9.26,-1.08,Standing
3087,3.18,-9.27,-1.07,Standing
3088,3.18,-9.27,-1.05,Standing
3089,3.19,-9.25,-1.03,Standing
3090,3.19,-9.25,-1.01,Standing
3091,3.21,-9.26,-1.01,Standing
3092,3.23,-9.24,-1.02,Standing
3093,3.25,-9.24,-1.03,Standing
3094,3.22,-9.27,-1.03,Standing
3095,3.17,-9.29,-1.02,Standing
3096,3.15,-9.27,-1.02,Standing
3097,3.17,-9.26,-1.03,Standing
3098,3.17,-9.26,-1.02,Standing
3099,3.16,-9.26,-1.0,Standing
3100,3.16,-9.27,-1.0,Standing
3101,3.18,-9.27,-1.0,Standing
3102,3.21,-9.25,-1.02,Standing
3103,3.23,-9.24,-1.05,Standing
3104,3.25,-9.28,-1.04,Standing
3105,3.21,-9.29,-1.01,Standing
3106,3.17,-9.25,-0.98,Standing
3107,3.15,-9.24,-0.98,Standing
3108,3.16,-9.25,-0.98,Standing
3109,3.2,-9.25,-0.98,Standing
3110,3.23,-9.26,-0.95,Standing
3111,3.2,-9.28,-0.96,Standing
3112,3.16,-9.28,-1.01,Standing
3113,3.15,-9.3,-1.05,Standing
3114,3.15,-9.29,-1.03,Standing
3115,3.15,-9.27,-0.99,Standing
3116,3.16,-9.26,-1.0,Standing
3117,3.18,-9.26,-0.99,Standing
3118,3.18,-9.27,-0.97,Standing
3119,3.17,-9.26,-0.97,Standing
3120,3.19,-9.25,-0.96,Standing
3121,3.22,-9.27,-0.97,Standing
3122,3.23,-9.27,-0.97,Standing
3123,3.17,-9.28,-0.98,Standing
3124,3.12,-9.27,-1.0,Standing
3125,3.11,-9.29,-1.0,Standing
3126,3.15,-9.29,-0.98,Standing
3127,3.18,-9.28,-0.99,Standing
3128,3.21,-9.26,-1.0,Standing
3129,3.18,-9.24,-1.02,Standing
3130,3.18,-9.26,-1.0,Standing
3131,3.19,-9.26,-0.99,Standing
3132,3.21,-9.25,-0.97,Standing
3133,3.24,-9.25,-0.96,Standing
3134,3.23,-9.26,-0.95,Standing
3135,3.23,-9.26,-0.97,Standing
3136,3.2,-9.25,-0.99,Standing
3137,3.19,-9.27,-0.97,Standing
3138,3.18,-9.27,-0.96,Standing
3139,3.17,-9.27,-0.96,Standing
3140,3.19,-9.29,-0.95,Standing
3141,3.19,-9.28,-0.95,Standing
3142,3.15,-9.27,-0.95,Standing
3143,3.14,-9.26,-0.96,Standing
3144,3.14,-9.24,-0.99,Standing
3145,3.2,-9.24,-1.0,Standing
3146,3.24,-9.25,-0.99,Standing
3147,3.24,-9.27,-0.95,Standing
3148,3.2,-9.29,-0.93,Standing
3149,3.2,-9.3,-0.95,Standing
3150,3.19,-9.27,-0.97,Standing
3151,3.19,-9.27,-0.99,Standing
3152,3.17,-9.3,-0.98,Standing
3153,3.15,-9.31,-0.95,Standing
3154,3.12,-9.28,-0.95,Standing
3155,3.12,-9.26,-0.98,Standing
3156,3.13,-9.27,-0.98,Standing
3157,3.16,-9.27,-0.98,Standing
3158,3.17,-9.27,-0.98,Standing
3159,3.18,-9.25,-0.98,Standing
3160,3.18,-9.25,-0.99,Standing
3161,3.18,-9.25,-0.97,Standing
3162,3.19,-9.26,-0.97,Standing
3163,3.21,-9.28,-0.99,Standing
3164,3.21,-9.27,-0.98,Standing
3165,3.24,-9.26,-0.96,Standing
3166,3.26,-9.25,-0.97,Standing
3167,3.26,-9.27,-0.95,Standing
3168,3.21,-9.26,-0.92,Standing
3169,3.15,-9.24,-0.91,Standing
3170,3.14,-9.26,-0.9,Standing
3171,3.13,-9.3,-0.9,Standing
3172,3.13,-9.3,-0.93,Standing
3173,3.15,-9.28,-0.95,Standing
3174,3.17,-9.26,-0.95,Standing
3175,3.19,-9.23,-0.93,Standing
3176,3.23,-9.24,-0.91,Standing
3177,3.3,-9.28,-0.89,Standing
3178,3.3,-9.29,-0.84,Standing
3179,3.25,-9.25,-0.82,Standing
3180,3.19,-9.23,-0.85,Standing
3181,3.15,-9.23,-0.9,Standing
3182,3.18,-9.27,-0.92,Standing
3183,3.21,-9.29,-0.91,Standing
3184,3.2,-9.31,-0.91,Standing
3185,3.16,-9.31,-0.9,Standing
3186,3.12,-9.3,-0.88,Standing
3187,3.12,-9.28,-0.87,Standing
3188,3.14,-9.29,-0.9,Standing
3189,3.16,-9.28,-0.91,Standing
3190,3.18,-9.27,-0.9,Standing
3191,3.18,-9.27,-0.85,Standing
3192,3.21,-9.28,-0.84,Standing
3193,3.23,-9.26,-0.84,Standing
3194,3.24,-9.24,-0.87,Standing
3195,3.25,-9.26,-0.87,Standing
3196,3.22,-9.27,-0.85,Standing
3197,3.19,-9.28,-0.84,Standing
3198,3.18,-9.28,-0.84,Standing
3199,3.17,-9.27,-0.84,Standing
3200,3.18,-9.29,-0.84,Standing
3201,3.17,-9.29,-0.84,Standing
3202,3.16,-9.27,-0.85,Standing
3203,3.19,-9.26,-0.84,Standing
3204,3.21,-9.27,-0.83,Standing
3205,3.23,-9.27,-0.81,Standing
3206,3.22,-9.26,-0.8,Standing
3207,3.22,-9.26,-0.81,Standing
3208,3.24,-9.26,-0.85,Standing
3209,3.29,-9.25,-0.87,Standing
3210,3.29,-9.26,-0.84,Standing
3211,3.23,-9.26,-0.8,Standing
3212,3.18,-9.29,-0.76,Standing
3213,3.15,-9.33,-0.77,Standing
3214,3.14,-9.33,-0.79,Standing
3215,3.13,-9.28,-0.82,Standing
3216,3.11,-9.26,-0.82,Standing
3217,3.12,-9.28,-0.82,Standing
3218,3.16,-9.3,-0.81,Standing
3219,3.22,-9.29,-0.8,Standing
3220,3.22,-9.3,-0.78,Standing
3221,3.19,-9.3,-0.78,Standing
3222,3.17,-9.28,-0.81,Standing
3223,3.18,-9.27,-0.83,Standing
3224,3.21,-9.29,-0.82,Standing
3225,3.22,-9.29,-0.8,Standing
3226,3.19,-9.26,-0.78,Standing
3227,3.17,-9.24,-0.75,Standing
3228,3.18,-9.26,-0.75,Standing
3229,3.21,-9.31,-0.76,Standing
3230,3.22,-9.32,-0.77,Standing
3231,3.2,-9.29,-0.81,Standing
3232,3.19,-9.29,-0.82,Standing
3233,3.18,-9.32,-0.77,Standing
3234,3.17,-9.3,-0.75,Standing
3235,3.17,-9.27,-0.74,Standing
3236,3.2,-9.28,-0.73,Standing
3237,3.21,-9.27,-0.75,Standing
3238,3.21,-9.27,-0.78,Standing
3239,3.2,-9.29,-0.76,Standing
3240,3.18,-9.29,-0.72,Standing
3241,3.18,-9.28,-0.69,Standing
3242,3.17,-9.27,-0.72,Standing
3243,3.2,-9.28,-0.78,Standing
3244,3.22,-9.31,-0.8,Standing
3245,3.2,-9.32,-0.76,Standing
3246,3.13,-9.29,-0.72,Standing
3247,3.07,-9.26,-0.71,Standing
3248,3.11,-9.28,-0.76,Standing
3249,3.17,-9.3,-0.81,Standing
3250,3.21,-9.3,-0.79,Standing
3251,3.18,-9.28,-0.74,Standing
3252,3.14,-9.28,-0.72,Standing
3253,3.15,-9.3,-0.76,Standing
3254,3.22,-9.32,-0.82,Standing
3255,3.26,-9.32,-0.84,Standing
3256,3.2,-9.32,-0.82,Standing
3257,3.13,-9.32,-0.78,Standing
3258,3.12,-9.31,-0.74,Standing
3259,3.15,-9.3,-0.73,Standing
3260,3.18,-9.28,-0.73,Standing
3261,3.18,-9.28,-0.73,Standing
3262,3.17,-9.29,-0.71,Standing
3263,3.15,-9.31,-0.66,Standing
3264,3.14,-9.29,-0.65,Standing
3265,3.15,-9.29,-0.67,Standing
3266,3.15,-9.31,-0.71,Standing
3267,3.13,-9.31,-0.73,Standing
3268,3.13,-9.31,-0.71,Standing
3269,3.13,-9.33,-0.68,Standing
3270,3.13,-9.31,-0.69,Standing
3271,3.14,-9.29,-0.69,Standing
3272,3.16,-9.29,-0.73,Standing
3273,3.18,-9.31,-0.76,Standing
3274,3.17,-9.29,-0.73,Standing
3275,3.15,-9.29,-0.71,Standing
3276,3.13,-9.32,-0.7,Standing
3277,3.13,-9.32,-0.71,Standing
3278,3.15,-9.3,-0.75,Standing
3279,3.16,-9.29,-0.78,Standing
3280,3.16,-9.29,-0.75,Standing
3281,3.14,-9.3,-0.72,Standing
3282,3.12,-9.3,-0.71,Standing
3283,3.14,-9.31,-0.73,Standing
3284,3.17,-9.33,-0.78,Standing
3285,3.18,-9.33,-0.77,Standing
3286,3.13,-9.3,-0.72,Standing
3287,3.09,-9.3,-0.69,Standing
3288,3.1,-9.29,-0.73,Standing
3289,3.16,-9.28,-0.78,Standing
3290,3.22,-9.28,-0.78,Standing
3291,3.21,-9.28,-0.74,Standing
3292,3.15,-9.31,-0.71,Standing
3293,3.11,-9.32,-0.74,Standing
3294,3.11,-9.31,-0.8,Standing
3295,3.14,-9.3,-0.82,Standing
3296,3.18,-9.29,-0.82,Standing
3297,3.21,-9.29,-0.75,Standing
3298,3.18,-9.29,-0.67,Standing
3299,3.13,-9.29,-0.65,Standing
3300,3.12,-9.3,-0.72,Standing
3301,3.16,-9.29,-0.79,Standing
3302,3.19,-9.3,-0.8,Standing
3303,3.17,-9.31,-0.77,Standing
3304,3.13,-9.32,-0.74,Standing
3305,3.1,-9.31,-0.75,Standing
3306,3.11,-9.31,-0.78,Standing
3307,3.14,-9.31,-0.79,Standing
3308,3.19,-9.29,-0.76,Standing
3309,3.18,-9.29,-0.73,Standing
3310,3.17,-9.29,-0.73,Standing
3311,3.16,-9.3,-0.74,Standing
3312,3.17,-9.3,-0.74,Standing
3313,3.18,-9.29,-0.74,Standing
3314,3.17,-9.31,-0.73,Standing
3315,3.15,-9.33,-0.73,Standing
3316,3.11,-9.31,-0.73,Standing
3317,3.09,-9.29,-0.76,Standing
3318,3.12,-9.31,-0.78,Standing
3319,3.14,-9.34,-0.79,Standing
3320,3.15,-9.33,-0.77,Standing
3321,3.13,-9.28,-0.76,Standing
3322,3.13,-9.27,-0.75,Standing
3323,3.14,-9.28,-0.75,Standing
3324,3.17,-9.29,-0.77,Standing
3325,3.23,-9.29,-0.76,Standing
3326,3.22,-9.3,-0.73,Standing
3327,3.17,-9.32,-0.73,Standing
3328,3.12,-9.32,-0.78,Standing
3329,3.11,-9.3,-0.82,Standing
3330,3.13,-9.3,-0.8,Standing
3331,3.16,-9.31,-0.77,Standing
3332,3.15,-9.32,-0.74,Standing
3333,3.12,-9.3,-0.75,Standing
3334,3.1,-9.29,-0.78,Standing
3335,3.15,-9.3,-0.81,Standing
3336,3.19,-9.28,-0.81,Standing
3337,3.22,-9.28,-0.77,Standing
3338,3.2,-9.3,-0.76,Standing
3339,3.17,-9.3,-0.78,Standing
3340,3.14,-9.3,-0.81,Standing
3341,3.15,-9.28,-0.82,Standing
3342,3.17,-9.29,-0.8,Standing
3343,3.18,-9.29,-0.8,Standing
3344,3.17,-9.29,-0.8,Standing
3345,3.16,-9.29,-0.8,Standing
3346,3.16,-9.28,-0.81,Standing
3347,3.17,-9.28,-0.82,Standing
3348,3.18,-9.28,-0.82,Standing
3349,3.19,-9.28,-0.81,Standing
3350,3.2,-9.29,-0.8,Standing
3351,3.18,-9.28,-0.8,Standing
3352,3.16,-9.27,-0.8,Standing
3353,3.17,-9.26,-0.8,Standing
3354,3.18,-9.29,-0.83,Standing
3355,3.21,-9.32,-0.82,Standing
3356,3.18,-9.29,-0.82,Standing
3357,3.15,-9.27,-0.81,Standing
3358,3.13,-9.26,-0.81,Standing
3359,3.16,-9.27,-0.84,Standing
3360,3.2,-9.28,-0.84,Standing
3361,3.2,-9.3,-0.81,Standing
3362,3.17,-9.31,-0.8,Standing
3363,3.14,-9.31,-0.81,Standing
3364,3.15,-9.31,-0.85,Standing
3365,3.12,-9.28,-0.87,Standing
3366,3.13,-9.27,-0.87,Standing
3367,3.16,-9.29,-0.84,Standing
3368,3.18,-9.3,-0.8,Standing
3369,3.17,-9.28,-0.79,Standing
3370,3.15,-9.28,-0.79,Standing
3371,3.16,-9.28,-0.81,Standing
3372,3.18,-9.29,-0.82,Standing
3373,3.18,-9.29,-0.81,Standing
