x_mean,y_mean,z_mean,x_std,y_std,z_std,x_aad,y_aad,z_aad,x_min,y_min,z_min,x_max,y_max,z_max,x_maxmin_diff,y_maxmin_diff,z_maxmin_diff,x_median,y_median,z_median,x_mad,y_mad,z_mad,x_IQR,y_IQR,z_IQR,x_neg_count,y_neg_count,z_neg_count,x_pos_count,y_pos_count,z_pos_count,x_above_mean,y_above_mean,z_above_mean,x_peak_count,y_peak_count,z_peak_count,x_skewness,y_skewness,z_skewness,x_kurtosis,y_kurtosis,z_kurtosis,x_energy,y_energy,z_energy,avg_result_accl,sma
-1.0327304226089842,5.546460826751112,7.672227080607481,0.3258501069424463,0.758229621270553,1.1448708610631422,0.28668545998582556,0.5235881293470732,0.814232490765271,-1.5593552118443466,3.1198680775133516,4.064744789180841,-0.43369381888209735,6.241754280264728,8.584102941451428,1.1256613929622492,3.1218862027513765,4.519358152270588,-1.0829618229652358,5.760193651455731,8.121468082433548,0.32501550442617944,0.183775648699378,0.09965155667226266,0.5642322624043693,0.3305847731985807,0.2801651768815576,100,0,0,0,100,100,45,78,78,2,3,3,-0.02984748186344922,-1.9674772089457124,-2.026139809367909,-1.287227331866447,2.944791083655259,2.876389219398896,1.1727104179765349,31.338139861256703,60.17379766491825,9.527974045527486,14.251418329967574
-0.007724130820595039,6.497390039462886,7.871816633376194,1.2737037819844492,0.6165845604469844,0.4563681529164971,1.211718831271157,0.573843510287939,0.41305590058924585,-1.5593552118443466,5.727674287371931,7.059928506273008,1.710865209183735,7.349639387451853,8.584102941451428,3.270220421028082,1.6219651000799216,1.5241744351784208,-0.3801641211869038,6.228441560798205,8.077278565265576,1.138297937535532,0.4368552503365617,0.3910694905920815,2.5889847418499903,1.2438164938940455,0.7033064434881187,53,0,0,47,100,100,47,42,58,2,3,3,0.14525284277798853,0.2862609563671205,-0.2565971626325099,-1.7578261668702964,-1.6168505517916867,-1.2332271264473045,1.622380986438423,42.59625384509312,62.173769000494545,10.313175329345954,15.581388951959472
1.0376561606441845,7.178005685189675,7.431450585127418,0.43193088221880793,0.34899501370711244,0.2952065220436027,0.33647277872592035,0.23230479106570523,0.20312702590847195,-0.32663442349171024,6.057279099597647,6.928065777123666,1.710865209183735,7.592326983357883,8.42701798029398,2.0374996326754453,1.5350478837602362,1.4989522031703144,1.059376198303576,7.252120073467664,7.411046561953716,0.32102905969747647,0.09886049118034324,0.12872954799342917,0.6334130861035174,0.20273136183629248,0.26487229089222275,3,0,0,97,100,100,52,64,47,2,2,3,-0.6020012441454439,-1.6690196077320436,1.1629760457427871,0.6297558512745187,2.4861817282662724,2.2036954584501247,1.2632945947371472,51.64556313620772,55.313604689847736,10.402387492558917,15.659834424982431
0.49881550605454456,7.579137497386535,7.106772642264321,0.48848110229648906,0.2988084097641918,0.29940642851989696,0.43475855408818864,0.2531357165302356,0.264067173664259,-0.37287641107921615,7.131887581114528,6.667463543161544,1.137517923732558,7.9760687363470755,7.604650145768296,1.510394334811774,0.8441811552325476,0.9371866026067517,0.6688334679777421,7.581938917988592,7.053960191958041,0.3819975880943014,0.30992662997844045,0.28827532879089945,0.8240126478379114,0.6138967463684217,0.5389587117510102,22,0,0,78,100,100,59,52,42,1,2,3,-0.4366277773004734,-0.14367050780888974,0.17490781932008606,-1.1949111091219056,-1.375587170517875,-1.3223367861562358,0.48743069638124426,57.53261167003645,50.59586159827564,10.421737229048826,15.288514264901579
0.2814813439378003,7.753701784825994,6.991785289392086,0.32754175177373807,0.14246383857355888,0.17430157045410982,0.26392783482663157,0.12594257453435106,0.1517739372857899,-0.37287641107921615,7.540786565698934,6.667463543161544,0.9833611205742442,7.9760687363470755,7.229942387592695,1.3562375316534603,0.4352821706481418,0.5624788444311513,0.3647387673402838,7.738632345230096,7.029071932861958,0.1861666013340024,0.1253871824564876,0.12948523024033065,0.4548535923135556,0.2592210240037396,0.2960910070009186,22,0,0,78,100,100,64,47,55,1,1,1,-0.4962213093299868,0.18125941619286456,-0.46885527007836,-0.4303700344641541,-1.3619853778872315,-1.1116525378370974,0.1865153461400392,60.14018731331492,48.91544257042233,10.451776709950447,15.130757037352058
0.5497749714635374,7.587168944717941,7.21818623169665,0.12703721110465277,0.12918375478135305,0.1328397693077442,0.10292739642602923,0.0983090141768697,0.10478132958249592,0.31481732144430447,7.327446103622594,6.91327265544319,0.7661073588071876,7.846249479031325,7.479717589660484,0.45129003736288315,0.5188033754087309,0.5664449342172944,0.5576818023910746,7.589677848233281,7.19291298727682,0.08644893385771432,0.05732260310647508,0.06754157022855622,0.20528950813952784,0.12597287785992783,0.1655584247876103,0,0,0,100,100,100,59,51,42,3,1,2,-0.1883094747851264,-0.2424393994244811,0.07689142826759392,-0.9873450561393269,-0.29717684552617474,-0.20714165670536966,0.31839097225298135,57.581821038191755,52.119858879764834,10.488989644611067,15.355130147878128
0.33732525940704083,7.611754261575877,7.145420078019785,0.4696834583101722,0.18652512495860876,0.27412416696986425,0.3697239553484938,0.14173820113568797,0.2147104874366687,-1.1002597090393667,7.327446103622594,6.44934529354358,0.7661073588071876,8.049935732553875,7.479717589660484,1.8663670678465543,0.7224896289312808,1.0303722961169042,0.5552041726791712,7.584202743996622,7.227941029878287,0.13946933333669082,0.1039237845875487,0.1247790033802123,0.4956643908710033,0.184993557392505,0.3237615874500799,20,0,0,80,100,100,67,37,66,2,2,2,-1.4969754966714606,0.7331120191217154,-1.125168136969278,1.3006326729093773,0.1048371699873174,0.42500305713320774,0.3343908816442307,57.97359456085935,51.13217215028517,10.461193875595622,15.287554095586971
-0.11113134961657051,7.329178710307081,7.287769520559074,0.5531147730040451,0.5022041334302124,0.4836603274080796,0.46722503076045574,0.4624636299034946,0.4224849989367433,-1.2435933182963832,6.59290563020893,6.44934529354358,0.6237256345557549,8.049935732553875,7.967327597091304,1.8673189528521381,1.4570301023449446,1.5179823035477238,0.11478514626664549,7.520398760726338,7.256310867966823,0.2742431017905095,0.4087205264818268,0.4966167365581584,0.7354954637804964,0.9233386509370121,0.8526522119794704,43,0,0,57,100,100,63,59,48,1,1,1,-0.7714286334973076,-0.2341244683656913,-0.1305254074872631,-0.6863385981600008,-1.5260269773559731,-1.2858927104930227,0.3182861289829167,53.969069559252965,53.34551189709831,10.374395101570604,15.061904953028769
0.09450048184223096,7.004293603254456,7.602548316218742,0.5407055804652057,0.2937427138168139,0.3126073544010552,0.408383536402793,0.22137149060874278,0.19477327413029846,-1.2435933182963832,6.59290563020893,6.482446424340797,0.7150925006713316,7.958101178755369,7.967327597091304,1.9586858189677148,1.3651955485464384,1.484881172750507,0.258325041817853,7.02277089090021,7.633203179785915,0.14638305222228556,0.15267253635105815,0.12152201228794812,0.3055088651951819,0.3452134390476225,0.19266293990333416,23,0,0,77,100,100,75,52,66,1,1,2,-1.4459431024837905,1.0040301240837766,-2.016019184902191,0.855241509491317,1.5180208696991198,4.09905847062098,0.3012928658146288,49.14641366251175,57.896464258466075,10.360571181753171,15.064375976510345
0.8083106339405234,7.08425149665994,7.575802139598351,0.4432452716813014,0.07802092958306403,0.08702463049750542,0.3822029787692076,0.06478326382737475,0.07385256042983701,0.2595096704359368,6.891655060741967,7.425250770256446,1.5918087303492767,7.2093056155078985,7.735495028535722,1.33229905991334,0.3176505547659314,0.31024425827927526,0.7192302304019009,7.098623934320901,7.596681154361098,0.3304232002509332,0.061526328069701375,0.057496614859997575,0.7792568341660342,0.12568083281254072,0.13469613189208474,0,0,0,100,100,100,41,57,62,0,1,2,0.5076073679709928,-0.48711543626952136,-0.38015998941396656,-1.1465570713059334,-0.5574436300586125,-1.007396842752985,0.8498324518091616,50.192706533381596,57.40035134465619,10.413501180527263,15.468364270198816
